"Agency","City","State","Legacy NTD ID","NTD ID","Organization Type","Reporter Type","Primary UZA
 Population","Agency VOMS","Mode","TOS","Mode VOMS","Ratios:","Fare Revenues per Unlinked Passenger Trip","Fare Revenues per Unlinked Passenger Trip Questionable","Fare Revenues per Total Operating Expense (Recovery Ratio)","Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable","Cost per
 Hour","Cost per Hour Questionable","Passengers per Hour","Passengers per Hour Questionable","Cost per Passenger","Cost per Passenger Questionable","Cost per Passenger Mile","Cost per Passenger Mile Questionable","Source Data:","Fare Revenues Earned","Fare Revenues Earned Questionable","Total Operating Expenses","Total Operating Expenses Questionable","Unlinked Passenger Trips","Unlinked Passenger Trips Questionable","Vehicle Revenue Hours","Vehicle Revenue Hours Questionable","Passenger Miles","Passenger Miles Questionable","Vehicle Revenue Miles","Vehicle Revenue Miles Questionable","Any data questionable?","...40","...41","...42","1","...44","...45"
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,3645,"VP","PT",171,NA,2.5821,NA,0.177,NA,101.6874,NA,6.9712,NA,14.5868,NA,0.4157,NA,NA,1640036,NA,9265043,NA,635166,NA,91113,NA,22289755,NA,3947265,NA,"No",NA,NA,NA,NA,NA,NA
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,3645,"YR","PT",16,NA,0.8479,NA,0.0673,NA,704.9002,NA,55.9083,NA,12.6082,NA,0.8456,NA,NA,2327483,NA,34607780,NA,2744872,NA,49096,NA,40925492,NA,1232724,NA,"No",NA,NA,NA,NA,NA,NA
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,3645,"LR","DO",14,NA,0.9961,NA,0.2253,NA,466.9973,NA,105.6154,NA,4.4217,NA,1.9247,NA,NA,5396351,NA,23954159,NA,5417438,NA,51294,NA,12445497,NA,507528,NA,"No",NA,NA,NA,NA,NA,NA
"Los Angeles County Metropolitan Transportation Authority , dba: Metro","Los Angeles","CA","9154","90154","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,3469,"HR","DO",68,NA,0.7296,NA,0.1866,NA,536.9939,NA,137.3117,NA,3.9108,NA,0.8112,NA,NA,31426577,NA,168453369,NA,43074277,NA,313697,NA,207664947,NA,6874200,NA,"No",NA,NA,NA,NA,NA,NA
"Los Angeles County Metropolitan Transportation Authority , dba: Metro","Los Angeles","CA","9154","90154","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,3469,"RB","DO",26,NA,0.7284,NA,0.1947,NA,231.8032,NA,61.9555,NA,3.7414,NA,0.5678,NA,NA,4997045,NA,25666876,NA,6860145,NA,110727,NA,45206002,NA,1719522,NA,"No",NA,NA,NA,NA,NA,NA
"Los Angeles County Metropolitan Transportation Authority , dba: Metro","Los Angeles","CA","9154","90154","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,3469,"LR","DO",198,NA,0.7206,NA,0.0963,NA,515.1297,NA,68.845,NA,7.4825,NA,0.9646,NA,NA,42986478,NA,446368668,NA,59655365,NA,866517,NA,462756222,NA,17757242,NA,"No",NA,NA,NA,NA,NA,NA
"Los Angeles County Metropolitan Transportation Authority , dba: Metro","Los Angeles","CA","9154","90154","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,3469,"MB","DO",1784,NA,0.715,NA,0.1505,NA,190.7456,NA,40.142,NA,4.7518,NA,1.158,NA,NA,182029213,NA,1209706503,NA,254580163,NA,6341989,NA,1044644827,NA,65595822,NA,"No",NA,NA,NA,NA,NA,NA
"Los Angeles County Metropolitan Transportation Authority , dba: Metro","Los Angeles","CA","9154","90154","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,3469,"MB","PT",134,NA,0.3128,NA,0.0725,NA,107.1191,NA,24.8434,NA,4.3118,NA,0.8964,NA,NA,3849877,NA,53066904,NA,12307451,NA,495401,NA,59202628,NA,5775759,NA,"No",NA,NA,NA,NA,NA,NA
"Los Angeles County Metropolitan Transportation Authority , dba: Metro","Los Angeles","CA","9154","90154","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,3469,"VP","PT",1259,NA,4.8079,NA,1.0133,NA,21.4933,NA,4.5299,NA,4.7448,NA,0.1079,NA,NA,15580993,NA,15376446,NA,3240720,NA,715408,NA,142563803,NA,28602524,NA,"No",NA,NA,NA,NA,NA,NA
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3391,"MB","PT",93,NA,3.0847,NA,0.3677,NA,174.6923,NA,20.8259,NA,8.3882,NA,1.1209,NA,NA,3720334,NA,10081260,NA,1206050,NA,57911,NA,9025834,NA,901961,NA,"No",NA,NA,NA,NA,NA,NA
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3391,"HR","DO",920,NA,2.33,NA,0.4795,NA,303.3784,NA,62.4315,NA,4.8594,NA,0.8471,NA,NA,533518013,NA,1112675403,NA,228974810,NA,3667616,NA,1313511151,NA,85106645,NA,"No",NA,NA,NA,NA,NA,NA
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3391,"DR","PT",754,NA,3.642,NA,0.0516,NA,73.5799,NA,1.0425,NA,70.5811,NA,7.1393,NA,NA,8058636,NA,156173845,NA,2212686,NA,2122506,NA,21875322,NA,19685883,NA,"No",NA,NA,NA,NA,NA,NA
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3391,"DT","PT",338,NA,5.3267,NA,0.0389,NA,202.4468,NA,1.4769,NA,137.0775,NA,7.4299,NA,NA,722503,NA,18592915,NA,135638,NA,91841,NA,2502448,NA,2283499,NA,"No",NA,NA,NA,NA,NA,NA
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3391,"MB","DO",1286,NA,0.985,NA,0.1666,NA,193.6789,NA,32.7687,NA,5.9105,NA,2.0133,NA,NA,120290807,NA,721829401,NA,122127065,NA,3726938,NA,358532948,NA,36511319,NA,"No",NA,NA,NA,NA,NA,NA
"King County Department of Metro Transit, dba: King County Metro","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,3233,"MB","DO",986,NA,1.37,NA,0.232,NA,192.1731,NA,32.547,NA,5.9045,NA,1.2917,NA,NA,141830486,NA,611275588,NA,103527532,NA,3180859,NA,473228334,NA,35407340,NA,"No",NA,NA,NA,NA,NA,NA
"King County Department of Metro Transit, dba: King County Metro","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,3233,"DT","PT",89,NA,1.0689,NA,0.0596,NA,47.4559,NA,2.6451,NA,17.9407,NA,1.3296,NA,NA,190037,NA,3189701,NA,177791,NA,67214,NA,2398907,NA,2052404,NA,"No",NA,NA,NA,NA,NA,NA
"King County Department of Metro Transit, dba: King County Metro","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,3233,"DR","PT",327,NA,1.0689,NA,0.0126,NA,107.0122,NA,1.2645,NA,84.6268,NA,8.4544,NA,NA,949074,NA,75141400,NA,887915,NA,702176,NA,8887848,NA,8511613,NA,"No",NA,NA,NA,NA,NA,NA
"King County Department of Metro Transit, dba: King County Metro","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,3233,"FB","DO",3,NA,4.8198,NA,0.4697,NA,1196.5491,NA,116.6043,NA,10.2616,NA,2.0783,NA,NA,3381600,NA,7199636,NA,701608,NA,6017,NA,3464136,NA,52362,NA,"No",NA,NA,NA,NA,NA,NA
"King County Department of Metro Transit, dba: King County Metro","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,3233,"MB","PT",29,NA,1.2589,NA,0.1077,NA,119.3357,NA,10.2111,NA,11.6868,NA,3.03,NA,NA,1050808,NA,9755214,NA,834720,NA,81746,NA,3219577,NA,1058834,NA,"No",NA,NA,NA,NA,NA,NA
"King County Department of Metro Transit, dba: King County Metro","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,3233,"VP","DO",1649,NA,2.2567,NA,0.7374,NA,19.094,NA,6.2392,NA,3.0604,NA,0.1638,NA,NA,7447385,NA,10099727,NA,3300186,NA,528947,NA,61644511,NA,14648137,NA,"No",NA,NA,NA,NA,NA,NA
"King County Department of Metro Transit, dba: King County Metro","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,3233,"TB","DO",140,NA,1.3543,"W",0.3391,NA,164.6883,NA,41.2364,"W",3.9938,"W",2.1543,"W",NA,23528006,NA,69385308,NA,17373451,"W",421313,NA,32207119,"W",2607942,NA,"Yes",NA,NA,NA,NA,NA,NA
"King County Department of Metro Transit, dba: King County Metro","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,3233,"SR","DO",10,NA,0.8765,"W",0.1418,NA,269.456,NA,43.5763,"W",6.1835,"W",5.682,"W",NA,1633354,NA,11522476,NA,1863409,"W",42762,NA,2027877,"W",205470,NA,"Yes",NA,NA,NA,NA,NA,NA
"Chicago Transit Authority","Chicago","IL","5066","50066","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,2730,"MB","DO",1566,NA,1.1768,NA,0.3387,NA,141.7734,NA,40.8104,NA,3.474,NA,1.4169,NA,NA,279224950,NA,824288048,NA,237276400,NA,5814122,NA,581741988,NA,52816557,NA,"No",NA,NA,NA,NA,NA,NA
"Chicago Transit Authority","Chicago","IL","5066","50066","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,2730,"HR","DO",1164,NA,1.4168,NA,0.4965,NA,153.3569,NA,53.7417,NA,2.8536,NA,0.4524,NA,NA,309516440,NA,623416178,NA,218467141,NA,4065132,NA,1378128437,NA,73574040,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2464,"FB","PT",9,NA,7.3527,NA,0.7695,NA,609.0095,NA,63.7345,NA,9.5554,NA,1.0859,NA,NA,11649892,NA,15139977,NA,1584440,NA,24860,NA,13942294,NA,262174,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2464,"MB","DO",779,NA,0.972,NA,0.2273,NA,156.0379,NA,36.4937,NA,4.2757,NA,1.6618,NA,NA,96518545,NA,424586999,NA,99301293,NA,2721051,NA,255494460,NA,21357273,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2464,"MB","PT",70,NA,0.0896,"W",0.0153,NA,63.0636,NA,10.7889,"W",5.8452,"W",2.5729,"W",NA,85258,NA,5562842,NA,951692,"W",88210,NA,2162081,"W",1028451,NA,"Yes",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2464,"DR","PT",617,NA,3.2462,NA,0.047,NA,90.7595,NA,1.3133,NA,69.1068,NA,8.8209,NA,NA,6045296,NA,128696163,NA,1862279,NA,1417991,NA,14589884,NA,15610789,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2464,"CR","PT",436,NA,7.6521,NA,0.6207,NA,463.3036,NA,37.5821,NA,12.3278,NA,0.5881,NA,NA,238575681,NA,384352038,NA,31177738,NA,829590,NA,653570994,NA,24935847,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2464,"RB","DO",42,NA,0.9249,NA,0.3903,NA,139.5131,NA,58.8718,NA,2.3698,NA,1.172,NA,NA,10627552,NA,27230718,NA,11490833,NA,195184,NA,23235147,NA,1474538,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2464,"HR","DO",338,NA,1.3995,NA,0.7376,NA,199.5688,NA,105.1745,NA,1.8975,NA,0.5319,NA,NA,224415154,NA,304267766,NA,160351814,NA,1524626,NA,572046325,NA,23062016,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2464,"TB","DO",22,NA,0.6286,NA,0.0806,NA,369.5402,NA,47.3973,NA,7.7967,NA,3.302,NA,NA,1899150,NA,23555601,NA,3021243,NA,63743,NA,7133649,NA,540018,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2464,"LR","DO",151,NA,1.434,NA,0.4247,NA,292.0972,NA,86.5097,NA,3.3765,NA,1.3969,NA,NA,81704871,NA,192376108,NA,56975564,NA,658603,NA,137719112,NA,5698854,NA,"No",NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2390,"MB","PT",6,NA,1.1321,NA,0.0796,NA,112.6767,NA,7.9245,NA,14.2188,NA,2.5027,NA,NA,87819,NA,1102992,NA,77573,NA,9789,NA,440720,NA,165569,NA,"No",NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2390,"DR","PT",415,NA,3.8813,NA,0.0867,NA,66.07,NA,1.4765,NA,44.7485,NA,6.4442,NA,NA,5872858,NA,67710271,NA,1513129,NA,1024827,NA,10507130,NA,10157850,NA,"No",NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2390,"CR","DO",348,NA,4.0704,NA,0.4533,NA,314.5791,NA,35.0293,NA,8.9805,NA,0.6697,NA,NA,141365210,NA,311891969,NA,34730053,NA,991458,NA,465744543,NA,20325604,NA,"No",NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2390,"TB","DO",29,NA,1.1555,NA,0.3746,NA,198.3165,NA,64.2939,NA,3.0845,NA,1.5124,NA,NA,5194781,NA,13867679,NA,4495882,NA,69927,NA,9169225,NA,643614,NA,"No",NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2390,"HR","DO",287,NA,1.2477,NA,0.5648,NA,214.7971,NA,97.2322,NA,2.2091,NA,0.5018,NA,NA,113235243,NA,200486444,NA,90754189,NA,933376,NA,399537395,NA,17078643,NA,"No",NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2390,"SR","DO",120,NA,1.2505,NA,0.3713,NA,208.1156,NA,61.7898,NA,3.3681,NA,1.3189,NA,NA,28532127,NA,76849998,NA,22816878,NA,369266,NA,58270354,NA,3201148,NA,"No",NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2390,"MB","DO",1185,NA,1.0918,NA,0.259,NA,157.2898,NA,37.3166,NA,4.215,NA,1.3531,NA,NA,168008643,NA,648600448,NA,153878781,NA,4123602,NA,479341915,NA,41141919,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2131,"MB","PT",99,NA,0.5038,NA,0.0862,NA,106.5492,NA,18.2279,NA,5.8454,NA,1.3633,NA,NA,4600559,NA,53373690,NA,9130881,NA,500930,NA,39149156,NA,6012988,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2131,"CB","PT",64,NA,2.9364,NA,0.4679,NA,145.1248,NA,23.1242,NA,6.2759,NA,0.3229,NA,NA,5514287,NA,11785438,NA,1877893,NA,81209,NA,36498920,NA,2266053,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2131,"MB","DO",613,NA,0.5114,NA,0.0843,NA,125.1077,NA,20.6232,NA,6.0664,NA,1.1455,NA,NA,25780652,NA,305824660,NA,50413144,NA,2444491,NA,266982461,NA,29719729,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2131,"VP","DO",553,NA,3.5522,NA,1.0803,NA,27.2096,NA,8.2748,NA,3.2883,NA,0.1058,NA,NA,6364414,NA,5891475,NA,1791670,NA,216522,NA,55659344,NA,7941973,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2131,"LR","DO",54,NA,0.2573,NA,0.0575,NA,285.3743,NA,63.7272,NA,4.4781,NA,1.5906,NA,NA,4774238,NA,83097579,NA,18556589,NA,291188,NA,52243069,NA,3482906,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2131,"DR","PT",340,NA,1.0314,NA,0.0335,NA,49.2987,NA,1.6029,NA,30.7568,NA,2.7603,NA,NA,1842477,NA,54944297,NA,1786410,NA,1114519,NA,19904973,NA,18197637,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2131,"CB","DO",248,NA,2.7288,NA,0.2992,NA,200.6437,NA,22.0002,NA,9.1201,NA,0.5108,NA,NA,16597557,NA,55472370,NA,6082446,NA,276472,NA,108607395,NA,6865294,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2131,"DT","PT",160,NA,1.0189,NA,0.0814,NA,52.1935,NA,4.1687,NA,12.5202,NA,1.5446,NA,NA,318088,NA,3908615,NA,312184,NA,74887,NA,2530583,NA,2179219,NA,"No",NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1647,"MB","DO",615,NA,0.7012,"W",0.132,NA,178.3601,NA,33.5791,"W",5.3116,"W",1.3558,NA,NA,44870600,NA,339883861,NA,63988571,"W",1905605,NA,250693380,NA,21201721,NA,"Yes",NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1647,"HR","DO",54,NA,1.4363,NA,0.1341,NA,455.2233,NA,42.5008,NA,10.7109,NA,2.3999,NA,NA,10449300,NA,77925584,NA,7275335,NA,171181,NA,32470539,NA,4380269,NA,"No",NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1647,"DR","PT",461,NA,1.1225,NA,0.0215,NA,78.5962,NA,1.5036,NA,52.2707,NA,5.1106,NA,NA,2397001,NA,111623095,NA,2135482,NA,1420210,NA,21841558,NA,19285400,NA,"No",NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1647,"LR","DO",38,NA,0.8823,NA,0.1283,NA,309.3113,NA,44.9662,NA,6.8788,NA,1.2035,NA,NA,6146500,NA,47917891,NA,6966072,NA,154918,NA,39816955,NA,3019591,NA,"No",NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1647,"DT","PT",38,NA,2.4322,NA,0.0771,NA,133.9465,NA,4.2469,NA,31.54,NA,6.0214,NA,NA,2042712,NA,26489120,NA,839857,NA,197759,NA,4399151,NA,3307632,NA,"No",NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1647,"CB","PT",280,NA,5.2128,NA,0.2906,NA,263.7894,NA,14.7058,NA,17.9378,NA,0.6239,NA,NA,18889000,NA,64999296,NA,3623587,NA,246406,NA,104182716,NA,6636014,NA,"No",NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1647,"CR","PT",149,NA,5.4427,NA,0.3023,NA,947.2287,NA,52.6168,NA,18.0024,NA,0.6097,NA,NA,50023000,NA,165458115,NA,9190885,NA,174676,NA,271391388,NA,6652197,NA,"No",NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1647,"DR","DO",12,NA,1.03,NA,0.0093,NA,153.6152,NA,1.3804,NA,111.2815,NA,14.0845,NA,NA,17675,NA,1909591,NA,17160,NA,12431,NA,135581,NA,81276,NA,"No",NA,NA,NA,NA,NA,NA
"Pace - Suburban Bus Division","Arlington Heights","IL","5113","50113","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,1513,"MB","PT",84,NA,1.145,NA,0.1315,NA,112.0127,NA,12.865,NA,8.7068,NA,1.8363,NA,NA,1826175,NA,13886770,NA,1594940,NA,123975,NA,7562283,NA,1577171,NA,"No",NA,NA,NA,NA,NA,NA
"Pace - Suburban Bus Division","Arlington Heights","IL","5113","50113","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,1513,"DT","PT",68,NA,5.5032,NA,0.1462,NA,93.7805,NA,2.4914,NA,37.6417,NA,5.1148,NA,NA,455046,NA,3112481,NA,82687,NA,33189,NA,608527,NA,584853,NA,"No",NA,NA,NA,NA,NA,NA
