"Agency","City","State","Legacy NTD ID","NTD ID","Organization Type","Reporter Type","Primary UZA
 Population","Agency VOMS","Mode","TOS","Mode VOMS","Ratios:","Fare Revenues per Unlinked Passenger Trip","Fare Revenues per Unlinked Passenger Trip Questionable","Fare Revenues per Total Operating Expense (Recovery Ratio)","Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable","Cost per
 Hour","Cost per Hour Questionable","Passengers per Hour","Passengers per Hour Questionable","Cost per Passenger","Cost per Passenger Questionable","Cost per Passenger Mile","Cost per Passenger Mile Questionable","Source Data:","Fare Revenues Earned","Fare Revenues Earned Questionable","Total Operating Expenses","Total Operating Expenses Questionable","Unlinked Passenger Trips","Unlinked Passenger Trips Questionable","Vehicle Revenue Hours","Vehicle Revenue Hours Questionable","Passenger Miles","Passenger Miles Questionable","Vehicle Revenue Miles","Vehicle Revenue Miles Questionable","Any data questionable?","...40","...41","...42","0","...44","...45"
"Los Angeles County Metropolitan Transportation Authority , dba: Metro","Los Angeles","CA","9154","90154","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,2541,"MB","PT",109,NA,0.0061,NA,8e-04,NA,141.8795,NA,18.4836,NA,7.676,NA,2.0242,NA,NA,39811,NA,50351055,NA,6559583,NA,354886,NA,24874038,NA,4284300,NA,"No",NA,NA,NA,NA,NA,NA
"King County Department of Metro Transit, dba: King County Metro","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2350,"MB","DO",824,NA,0.9626,NA,0.0685,NA,208.8941,NA,14.8652,NA,14.0525,NA,3.4073,NA,NA,40536170,NA,591780147,NA,42112037,NA,2832920,NA,173679796,NA,30859322,NA,"No",NA,NA,NA,NA,NA,NA
"King County Department of Metro Transit, dba: King County Metro","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2350,"DR","TX",79,NA,0.9312,NA,0.0191,NA,135.6004,NA,2.7811,NA,48.7585,NA,4.1922,NA,NA,82828,NA,4336772,NA,88944,NA,31982,NA,1034484,NA,934957,NA,"No",NA,NA,NA,NA,NA,NA
"King County Department of Metro Transit, dba: King County Metro","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2350,"MB","PT",41,NA,0.6084,NA,0.0212,NA,146.5949,NA,5.1056,NA,28.7127,NA,7.4652,NA,NA,258046,NA,12178959,NA,424166,NA,83079,NA,1631439,NA,994051,NA,"No",NA,NA,NA,NA,NA,NA
"King County Department of Metro Transit, dba: King County Metro","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2350,"DR","PT",230,NA,1.5538,NA,0.0131,NA,143.3649,NA,1.2042,NA,119.0503,NA,11.9048,NA,NA,727350,NA,55727925,NA,468104,NA,388714,NA,4681124,NA,4022799,NA,"No",NA,NA,NA,NA,NA,NA
"King County Department of Metro Transit, dba: King County Metro","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2350,"FB","DO",2,NA,4.8882,NA,0.1966,NA,1384.1851,NA,55.6652,NA,24.8662,NA,7.2477,NA,NA,1402145,NA,7132706,NA,286843,NA,5153,NA,984134,NA,49606,NA,"No",NA,NA,NA,NA,NA,NA
"King County Department of Metro Transit, dba: King County Metro","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2350,"TB","DO",126,NA,0.9626,NA,0.1004,NA,189.3689,NA,19.7474,NA,9.5895,NA,5.3304,NA,NA,7677710,NA,76487986,NA,7976186,NA,403910,NA,14349255,NA,2685561,NA,"No",NA,NA,NA,NA,NA,NA
"King County Department of Metro Transit, dba: King County Metro","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2350,"VP","DO",1038,NA,7.972,NA,0.578,NA,69.3392,NA,5.027,NA,13.7933,NA,0.6697,NA,NA,4082938,NA,7064351,NA,512160,NA,101881,NA,10548410,NA,3264549,NA,"No",NA,NA,NA,NA,NA,NA
"King County Department of Metro Transit, dba: King County Metro","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2350,"SR","DO",10,NA,0.4672,"W",0.0346,NA,308.5501,NA,22.8272,"W",13.5167,"W",11.2991,"W",NA,387766,NA,11218266,NA,829953,"W",36358,NA,992847,"W",187454,NA,"Yes",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2252,"FB","PT",8,NA,8.058,NA,0.0982,NA,975.9801,NA,11.8941,NA,82.0555,NA,10.3068,NA,NA,1398923,NA,14245405,NA,173607,NA,14596,NA,1382134,NA,149859,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2252,"MB","DO",775,NA,0.689,NA,0.0681,NA,227.6186,NA,22.4823,NA,10.1244,NA,3.8497,NA,NA,32625945,NA,479392062,NA,47350398,NA,2106120,NA,124526862,NA,19793493,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2252,"MB","PT",69,NA,0.1866,NA,0.0164,NA,50.0224,NA,4.3898,NA,11.3952,NA,4.8906,NA,NA,86174,NA,5263653,NA,461917,NA,105226,NA,1076279,NA,1192323,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2252,"DR","PT",432,NA,2.9762,NA,0.0226,NA,145.8558,NA,1.1078,NA,131.6575,NA,17.6931,NA,NA,2258209,NA,99896936,NA,758764,NA,684902,NA,5646101,NA,9610603,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2252,"CR","PT",416,NA,4.7232,NA,0.0849,NA,580.2588,NA,10.4342,NA,55.6115,NA,2.5089,NA,NA,33040564,NA,389025226,NA,6995413,NA,670434,NA,155056157,NA,19929696,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2252,"RB","DO",39,NA,0.7066,NA,0.114,NA,186.4773,NA,30.0948,NA,6.1963,NA,2.9117,NA,NA,3378001,NA,29622107,NA,4780593,NA,158851,NA,10173308,NA,1475936,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2252,"HR","DO",336,NA,1.5235,NA,0.2012,NA,228.9065,NA,30.2302,NA,7.5721,NA,2.3121,NA,NA,68286616,NA,339406955,NA,44823236,NA,1482732,NA,146795474,NA,22284336,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2252,"TB","DO",22,NA,0.7465,NA,0.0389,NA,380.2387,NA,19.7882,NA,19.2154,NA,8.0257,NA,NA,622495,NA,16022500,NA,833836,NA,42138,NA,1996401,NA,378401,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2252,"LR","DO",155,NA,1.7157,NA,0.1298,NA,313.6695,NA,23.7384,NA,13.2136,NA,5.2935,NA,NA,25348280,NA,195217858,NA,14774020,NA,622368,NA,36878734,NA,5157964,NA,"No",NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2099,"MB","PT",3,NA,0.1082,NA,0.003,NA,98.2173,NA,2.7453,NA,35.7768,NA,5.436,"W",NA,2327,NA,769631,NA,21512,NA,7836,NA,141581,"W",127068,NA,"Yes",NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2099,"TB","DO",29,NA,1.1398,"W",0.1746,NA,135.4451,NA,20.7448,"W",6.5291,"W",3.2014,"W",NA,2309743,NA,13230552,NA,2026394,"W",97682,NA,4132774,"W",820512,NA,"Yes",NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2099,"CR","DO",286,NA,4.0714,"W",0.099,NA,468.3387,NA,11.3917,"W",41.1123,"W",3.0657,"W",NA,27975734,NA,282492994,NA,6871251,"W",603181,NA,92146351,"W",11874654,NA,"Yes",NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2099,"HR","DO",286,NA,1.2066,"W",0.1672,NA,214.8015,NA,29.7695,"W",7.2155,"W",1.639,"W",NA,34560566,NA,206672297,NA,28642836,"W",962155,NA,126097585,"W",16213547,NA,"Yes",NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2099,"DR","PT",175,NA,3.7853,NA,0.0455,NA,98.4182,NA,1.1835,NA,83.1573,NA,13.4424,NA,NA,1936430,NA,42540956,NA,511572,NA,432247,NA,3164694,NA,4193545,NA,"No",NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2099,"MB","DO",1212,NA,1.2534,"W",0.1154,NA,168.7017,NA,15.5362,"W",10.8586,"W",3.4859,"W",NA,75562323,NA,654621108,NA,60285701,"W",3880346,NA,187793685,"W",38714661,NA,"Yes",NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2099,"SR","DO",108,NA,1.3036,"W",0.1253,NA,275.6621,NA,26.4965,"W",10.4037,"W",4.0738,"W",NA,9715467,NA,77536862,NA,7452795,"W",281275,NA,19033147,"W",2472828,NA,"Yes",NA,NA,NA,NA,NA,NA
"County of Miami-Dade , dba: Transportation & Public Work","Miami","FL","4034","40034","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,1386,"CB","PT",9,NA,0.1407,NA,0.019,NA,66.4076,NA,8.9838,NA,7.3919,NA,0.1903,NA,NA,49899,NA,2620842,NA,354555,NA,39466,NA,13775503,NA,1238884,NA,"No",NA,NA,NA,NA,NA,NA
"County of Miami-Dade , dba: Transportation & Public Work","Miami","FL","4034","40034","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,1386,"MB","DO",592,NA,0.579,NA,0.0502,NA,222.1962,NA,19.265,NA,11.5336,NA,2.2731,"W",NA,18774597,NA,373959723,NA,32423384,NA,1683016,NA,164516250,"W",22476550,NA,"Yes",NA,NA,NA,NA,NA,NA
"County of Miami-Dade , dba: Transportation & Public Work","Miami","FL","4034","40034","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,1386,"HR","DO",52,NA,0.5227,NA,0.0469,NA,422.2497,NA,37.8631,NA,11.152,NA,1.5105,"W",NA,4908513,NA,104725108,NA,9390699,NA,248017,NA,69332094,"W",4945303,NA,"Yes",NA,NA,NA,NA,NA,NA
"County of Miami-Dade , dba: Transportation & Public Work","Miami","FL","4034","40034","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,1386,"DR","PT",374,NA,0.7003,NA,0.0226,NA,38.6441,NA,1.2461,NA,31.0109,NA,2.6915,NA,NA,896110,NA,39683736,NA,1279670,NA,1026903,NA,14744183,NA,12879033,NA,"No",NA,NA,NA,NA,NA,NA
"County of Miami-Dade , dba: Transportation & Public Work","Miami","FL","4034","40034","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,1386,"MG","DO",21,NA,0,NA,0,NA,336.17,NA,39.6089,NA,8.4872,NA,9.0356,"W",NA,0,NA,29596747,NA,3487207,NA,88041,NA,3275559,"W",898037,NA,"Yes",NA,NA,NA,NA,NA,NA
"County of Miami-Dade , dba: Transportation & Public Work","Miami","FL","4034","40034","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,1386,"MB","PT",172,NA,0.1818,NA,0.0589,NA,29.4257,NA,9.5245,NA,3.0895,NA,0.8094,"W",NA,712476,NA,12105311,NA,3918222,NA,411385,NA,14955853,"W",4868281,NA,"Yes",NA,NA,NA,NA,NA,NA
"County of Miami-Dade , dba: Transportation & Public Work","Miami","FL","4034","40034","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,1386,"VP","PT",166,NA,5.0846,NA,1.5635,NA,18.1911,NA,5.5938,NA,3.252,NA,0.1072,NA,NA,1556107,NA,995255,NA,306044,NA,54711,NA,9280456,NA,2459522,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,1367,"RB","DO",8,NA,0.1088,NA,0.0039,NA,122.0539,NA,4.3281,NA,28.2002,NA,8.7879,NA,NA,25188,NA,6525856,NA,231412,NA,53467,NA,742596,NA,401492,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,1367,"LR","DO",50,NA,0.1772,NA,0.0174,NA,392.5594,NA,38.6259,NA,10.1631,NA,3.4567,NA,NA,1501981,NA,86144802,NA,8476224,NA,219444,NA,24921037,NA,2606610,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,1367,"MB","DO",447,NA,0.4708,NA,0.0406,NA,160.1682,NA,13.805,NA,11.6022,NA,2.0738,NA,NA,12599512,NA,310469794,NA,26759617,NA,1938398,NA,149710975,NA,25261079,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,1367,"DR","PT",322,NA,0.8325,NA,0.0179,NA,57.8757,NA,1.2469,NA,46.417,NA,4.5052,NA,NA,886979,NA,49452604,NA,1065398,NA,854463,NA,10976718,NA,11947051,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,1367,"CB","PT",22,NA,3.0402,NA,0.2344,NA,183.6254,NA,14.1591,NA,12.9687,NA,0.6098,NA,NA,918568,NA,3918382,NA,302142,NA,21339,NA,6425820,NA,714615,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,1367,"VP","DO",168,NA,4.1148,NA,0.3381,NA,58.3635,NA,4.7958,NA,12.1697,NA,0.3845,NA,NA,1135688,NA,3358821,NA,275998,NA,57550,NA,8735583,NA,2055043,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,1367,"DR","TX",124,NA,0.9718,NA,0.0823,NA,89.9018,NA,7.6147,NA,11.8063,NA,2.9539,NA,NA,168010,NA,2041221,NA,172892,NA,22705,NA,691034,NA,614767,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,1367,"MB","PT",122,NA,0.5231,NA,0.0507,NA,117.6774,NA,11.4093,NA,10.3142,NA,2.0896,NA,NA,3465213,NA,68329645,NA,6624832,NA,580652,NA,32700273,NA,7430470,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,1367,"CB","DO",104,NA,2.6184,NA,0.1004,NA,276.4967,NA,10.6034,NA,26.0761,NA,1.34,NA,NA,2633646,NA,26227648,NA,1005810,NA,94857,NA,19572512,NA,2382427,NA,"No",NA,NA,NA,NA,NA,NA
