"Name","City","State","Legacy NTD ID","NTD ID","Organization Type","NTD Reporter Type","Primary UZA Population","Agency VOMS","Mode","Type of Service","Mode VOMS","Mode VOMS Questionable","Max Trains in Operation","Max Trains in Operation Questionable","Average Speed (mi/hr)","Average Speed (mi/hr) Questionable","Average Passenger Trip Length (mi)","Average Passenger Trip Length (mi) Questionable","Passengers per Hour","Passengers per Hour Questionable","Scheduled Vehicle Revenue Miles","Scheduled Vehicle Revenue Miles Questionable","Vehicle Miles","Vehicle Miles Questionable","Vehicle Revenue Miles","Vehicle Revenue Miles Questionable","Deadhead Miles","Deadhead Miles Questionable","Vehicle Hours","Vehicle Hours Questionable","Vehicle 
Revenue 
Hours","Vehicle Revenue Hours Questionable","Deadhead Hours","Deadhead Hours Questionable","Train Miles","Train Miles Questionable","Train 
Revenue
Miles","Train Revenue Miles Questionable","Train Hours","Train Hours Questionable","Train 
Revenue 
Hours","Train Revenue Hours Questionable","Unlinked Passenger Trips","Unlinked Passenger Trips Questionable","Passenger Miles","Passenger Miles Questionable","Directional Route Miles","Directional Route Miles Questionable","Any data questionable","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","1"
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,4056,"YR","PT",16,NA,12,NA,24.953,NA,14.6623,NA,52.747,NA,1299377,NA,1329244,NA,1299376,NA,29868,NA,55788,NA,52073,NA,3715,NA,1026060,NA,1026060,NA,41485,NA,41485,NA,2746696,NA,40272993,NA,69.7,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,4056,"LR","DO",14,NA,14,NA,10.0788,NA,2.2842,NA,112.6347,NA,520358,NA,522999,NA,512245,NA,10754,NA,57068,NA,50824,NA,6244,NA,522999,NA,512245,NA,57068,NA,50824,NA,5724544,NA,13075858,NA,12.42,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Los Angeles County Metropolitan Transportation Authority dba: Metro","Los Angeles","CA","9154","90154","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,3544,"MB","DO",1777,NA,0,NA,10.6193,NA,4.091,NA,46.1407,NA,69196135,NA,81824514,NA,68503553,NA,13320961,NA,7045968,NA,6450832,NA,595136,NA,0,NA,0,NA,0,NA,0,NA,297645917,NA,1217655744,NA,3180.07,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Los Angeles County Metropolitan Transportation Authority dba: Metro","Los Angeles","CA","9154","90154","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,3544,"VP","PT",1378,NA,0,NA,42.1462,NA,45.4199,NA,5.2694,NA,0,NA,32197552,NA,32197552,NA,0,NA,763949,NA,763949,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4025577,NA,182841314,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Los Angeles County Metropolitan Transportation Authority dba: Metro","Los Angeles","CA","9154","90154","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,3544,"LR","DO",161,NA,65,NA,20.7337,NA,6.8817,NA,93.6408,NA,13886268,NA,14190109,NA,13746952,NA,443157,NA,705190,NA,663023,NA,42167,NA,6473063,NA,6272460,NA,319219,NA,300429,NA,62085975,NA,427260143,NA,171.92,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Los Angeles County Metropolitan Transportation Authority dba: Metro","Los Angeles","CA","9154","90154","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,3544,"MB","PT",125,NA,0,NA,11.6509,NA,4.489,NA,31.0602,NA,5689398,NA,6919472,NA,5679764,NA,1239708,NA,537020,NA,487495,NA,49525,NA,0,NA,0,NA,0,NA,0,NA,15141692,NA,67971607,NA,635.78,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Los Angeles County Metropolitan Transportation Authority dba: Metro","Los Angeles","CA","9154","90154","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,3544,"HR","DO",70,NA,13,NA,21.7773,NA,4.8752,NA,145.5149,NA,6910138,NA,7084353,NA,6884795,NA,199558,NA,334827,NA,316145,NA,18682,NA,1465782,NA,1426125,NA,70760,NA,67022,NA,46003795,NA,224277713,NA,31.9,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Los Angeles County Metropolitan Transportation Authority dba: Metro","Los Angeles","CA","9154","90154","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,3544,"RB","DO",33,NA,0,NA,15.4271,NA,6.4406,NA,63.0542,NA,1994217,NA,2066164,NA,1977433,NA,88731,NA,133985,NA,128179,NA,5806,NA,0,NA,0,NA,0,NA,0,NA,8082226,NA,52054043,NA,37.17,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3172,"MB","DO",1301,NA,0,NA,10.1498,NA,3.1249,NA,32.924,NA,38444081,NA,50277092,NA,39363678,NA,10913414,NA,4508518,NA,3878257,NA,630261,NA,0,NA,0,NA,0,NA,0,NA,127687553,NA,399016612,NA,2356.48,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3172,"HR","DO",954,NA,143,NA,24.5979,NA,5.9223,NA,78.6116,NA,90474677,NA,81483986,NA,77967423,NA,3516563,NA,3357789,NA,3169674,NA,188115,NA,12842603,NA,12336344,NA,529217,NA,501551,NA,249173213,NA,1475685198,NA,234.2,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3172,"DR","PT",642,NA,0,NA,9.8948,NA,7.8689,NA,1.1357,NA,0,NA,22279391,NA,18912329,NA,3367062,NA,2191662,NA,1911342,NA,280320,NA,0,NA,0,NA,0,NA,0,NA,2170706,NA,17081000,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3172,"DT","PT",275,NA,0,NA,23.4636,NA,16.5141,NA,1.4208,NA,0,NA,0,NA,1822138,NA,0,NA,0,NA,77658,NA,0,NA,0,NA,0,NA,0,NA,0,NA,110338,NA,1822138,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"King County Department of Transportation","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2818,"VP","DO",1469,NA,0,NA,27.4238,NA,19.2602,NA,6.5255,NA,0,NA,14879324,NA,14879324,NA,0,NA,542569,NA,542569,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3540538,NA,68191343,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"King County Department of Transportation","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2818,"MB","DO",949,NA,0,NA,11.1416,NA,4.758,NA,34.6516,NA,32008057,NA,41037935,NA,32450352,NA,8587583,NA,3290525,NA,2912539,NA,377986,NA,0,NA,0,NA,0,NA,0,NA,100924131,NA,480196177,NA,2444.49,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"King County Department of Transportation","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2818,"DR","PT",174,NA,0,NA,13.5406,NA,11.1692,NA,1.4861,NA,0,NA,9380470,NA,7934196,NA,1446274,NA,672542,NA,585957,NA,86585,NA,0,NA,0,NA,0,NA,0,NA,870776,NA,9725896,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"King County Department of Transportation","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2818,"TB","DO",138,NA,0,NA,6.803,NA,1.8251,NA,42.1868,NA,3891287,NA,3194807,NA,3063846,NA,130961,NA,465872,NA,450367,NA,15505,NA,0,NA,0,NA,0,NA,0,NA,18999529,NA,34676186,NA,116.86,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"King County Department of Transportation","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2818,"DT","PT",46,NA,0,NA,30.7022,NA,13.8478,NA,2.5414,NA,0,NA,0,NA,1336929,NA,0,NA,0,NA,43545,NA,0,NA,0,NA,0,NA,0,NA,0,NA,110665,NA,1532467,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"King County Department of Transportation","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2818,"MB","PT",32,NA,0,NA,13.7039,NA,4.0227,NA,11.7561,NA,1143049,NA,1443318,NA,1141070,NA,302248,NA,95008,NA,83266,NA,11742,NA,0,NA,0,NA,0,NA,0,NA,978883,NA,3937786,NA,250,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"King County Department of Transportation","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2818,"SR","DO",8,NA,8,NA,4.851,NA,1.145,"W",34.4125,"W",204359,NA,195009,NA,191472,NA,3537,NA,40589,NA,39471,NA,1118,NA,195009,NA,191472,NA,40589,NA,39471,NA,1358297,"W",1555281,"W",7.85,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"King County Department of Transportation","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2818,"FB","DO",2,NA,0,NA,10.154,NA,4.9444,NA,118.2133,NA,51784,NA,51704,NA,51704,NA,0,NA,5092,NA,5092,NA,0,NA,0,NA,0,NA,0,NA,0,NA,601942,NA,2976252,NA,24,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chicago Transit Authority","Chicago","IL","5066","50066","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,2712,"MB","DO",1572,NA,0,NA,9.0824,NA,2.4458,NA,44.9837,NA,52168090,NA,57732367,NA,52304804,NA,5427563,NA,6197100,NA,5758937,NA,438163,NA,0,NA,0,NA,0,NA,0,NA,259058440,NA,633607162,NA,1538.27,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chicago Transit Authority","Chicago","IL","5066","50066","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,2712,"HR","DO",1140,NA,155,NA,17.931,NA,6.056,NA,59.5888,NA,71702169,NA,72690180,NA,71811535,NA,878645,NA,4340836,NA,4004874,NA,335962,NA,12084328,NA,11949339,NA,733965,NA,674258,NA,238645812,NA,1445244645,NA,207.84,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2374,"MB","DO",779,NA,0,NA,10.3686,NA,2.6282,NA,51.5856,NA,22810260,NA,25479827,NA,22704051,NA,2775776,NA,2415184,NA,2189702,NA,225482,NA,0,NA,0,NA,0,NA,0,NA,112957026,NA,296876855,NA,1493.51,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2374,"DR","PT",612,NA,0,NA,13.9944,NA,7.7921,NA,1.7173,NA,0,NA,21329393,NA,17828666,NA,3500727,NA,1720907,NA,1273984,NA,446923,NA,0,NA,0,NA,0,NA,0,NA,2187785,NA,17047364,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2374,"CR","PT",421,NA,65,NA,29.9779,NA,20.6309,NA,43.0967,NA,23547491,NA,24145958,NA,23532668,NA,613290,NA,800867,NA,785000,NA,15867,NA,4499676,NA,4385812,NA,148912,NA,148869,NA,33830904,NA,697963284,NA,776.08,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2374,"HR","DO",336,NA,56,NA,15.2747,NA,3.5088,NA,114.6674,NA,24240481,NA,23810785,NA,23247288,NA,563497,NA,1593935,NA,1521944,NA,71991,NA,3968464,NA,3874548,NA,265656,NA,253657,NA,174517352,NA,612346781,NA,76.3,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2374,"LR","DO",156,NA,81,NA,9.2438,NA,2.6611,NA,91.7876,NA,6645739,NA,6513441,NA,6499541,NA,13900,NA,704632,NA,703128,NA,1504,NA,3853709,NA,3845486,NA,421372,NA,416009,NA,64538406,NA,171740181,NA,51,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2374,"RB","DO",30,NA,0,NA,8.4297,NA,1.8346,NA,90.0386,NA,1071691,NA,1119552,NA,1064618,NA,54934,NA,131197,NA,126294,NA,4903,NA,0,NA,0,NA,0,NA,0,NA,11371335,NA,20862301,NA,10.38,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2374,"TB","DO",22,NA,0,NA,9.0522,NA,2.1667,NA,46.1865,NA,264719,NA,258782,NA,257499,NA,1283,NA,28794,NA,28446,NA,348,NA,0,NA,0,NA,0,NA,0,NA,1313820,NA,2846617,NA,21.58,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2374,"MB","PT",9,NA,0,NA,11.6991,NA,2.32,NA,24.5716,NA,430570,NA,407608,NA,390655,NA,16953,NA,34442,NA,33392,NA,1050,NA,0,NA,0,NA,0,NA,0,NA,820494,NA,1903546,NA,80,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2374,"FB","PT",9,NA,0,NA,9.7895,NA,8.2012,NA,62.3083,NA,238929,NA,233617,NA,230425,NA,3192,NA,24256,NA,23538,NA,718,NA,0,NA,0,NA,0,NA,0,NA,1466612,NA,12027991,NA,38.42,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2339,"MB","DO",1174,NA,0,NA,10.0336,NA,3.2208,NA,46.0122,NA,40117253,NA,45504084,NA,39793477,NA,5710607,NA,4373898,NA,3966008,NA,407890,NA,0,NA,0,NA,0,NA,0,NA,182484615,NA,587747642,NA,2503.1,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2339,"DR","PT",391,NA,0,NA,10.2722,NA,6.979,NA,1.6278,NA,0,NA,13452600,NA,11310034,NA,2142566,NA,1266978,NA,1101034,NA,165944,NA,0,NA,0,NA,0,NA,0,NA,1792284,NA,12508326,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2339,"CR","DO",339,NA,80,NA,21.1012,NA,12.5925,NA,39.4947,NA,19396304,NA,20443066,NA,19334288,NA,1108778,NA,964258,NA,916264,NA,47994,NA,5259514,NA,4984666,NA,248072,NA,236202,NA,36187570,NA,455691636,NA,446.94,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2339,"HR","DO",284,NA,61,NA,18.5251,NA,4.4383,NA,109.3174,NA,17442182,NA,17419496,NA,17265382,NA,154114,NA,940725,NA,932000,NA,8725,NA,3356333,NA,3325399,NA,181271,NA,179511,NA,101883835,NA,452194921,NA,74.9,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2339,"SR","DO",121,NA,121,NA,8.5328,NA,2.4279,NA,66.4741,NA,3377044,NA,3442485,NA,3307488,NA,134997,NA,403609,NA,387621,NA,15988,NA,3442485,NA,3307488,NA,403609,NA,387621,NA,25766746,NA,62557838,NA,82.93,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2339,"TB","DO",30,NA,0,NA,8.4904,NA,1.9352,NA,63.0269,NA,957576,NA,893480,NA,875662,NA,17818,NA,105126,NA,103135,NA,1991,NA,0,NA,0,NA,0,NA,0,NA,6500276,NA,12579178,NA,30.56,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2206,"VP","PT",686,NA,0,NA,36.1359,NA,29.5182,NA,8.5713,NA,0,NA,9349083,NA,9349083,NA,0,NA,258720,NA,258720,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2217577,NA,65458980,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2206,"MB","DO",586,NA,0,NA,12.2106,NA,5.1347,NA,20.969,NA,28794341,NA,32622171,NA,28706380,NA,3915791,NA,2507216,NA,2350943,NA,156273,NA,0,NA,0,NA,0,NA,0,NA,49296860,NA,253126149,NA,2402.57,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2206,"DR","PT",338,NA,0,NA,15.3403,NA,11.2347,NA,1.5734,NA,0,NA,20106401,NA,16177939,NA,3928462,NA,1212354,NA,1054607,NA,157747,NA,0,NA,0,NA,0,NA,0,NA,1659276,NA,18641406,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2206,"CB","DO",235,NA,0,NA,25.1392,NA,17.5069,NA,26.1488,NA,6078392,NA,8156290,NA,6184864,NA,1971426,NA,321190,NA,246025,NA,75165,NA,0,NA,0,NA,0,NA,0,NA,6433259,NA,112626224,NA,579.44,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2206,"DT","PT",127,NA,0,NA,29.7119,NA,10.1602,NA,3.4858,NA,0,NA,0,NA,2296996,NA,0,NA,0,NA,77309,NA,0,NA,0,NA,0,NA,0,NA,0,NA,269486,NA,2738026,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
