"Name","City","State","Legacy NTD ID","NTD ID","Organization Type","Reporter Type","Primary UZA
 Population","Agency VOMS","Mode","TOS","Mode VOMS","Ratios:","Fare Revenues per Unlinked Passenger Trip","Fare Revenues per Unlinked Passenger Trip Questionable","Fare Revenues per Total Operating Expense (Recovery Ratio)","Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable","Cost per
 Hour","Cost per Hour Questionable","Passengers per Hour","Passengers per Hour Questionable","Cost per Passenger","Cost per Passenger Questionable","Cost per Passenger Mile","Cost per Passenger Mile Questionable","Source Data:","Fare Revenues Earned","Fare Revenues Earned Questionable","Total Operating Expenses","Total Operating Expenses Questionable","Unlinked Passenger Trips","Unlinked Passenger Trips Questionable","Vehicle Revenue Hours","Vehicle Revenue Hours Questionable","Passenger Miles","Passenger Miles Questionable","Vehicle Revenue Miles","Vehicle Revenue Miles Questionable","Any data questionable?","...40","...41","...42","1","...44","...45"
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,4020,"LR","PT",42,NA,1.02553278716807,NA,0.185827634267746,NA,667.745143480335,NA,120.996131824688,NA,5.51873132975717,NA,1.61563578994757,NA,NA,14563667,NA,78371912,NA,14201074,NA,117368,NA,48508403,NA,1866693,NA,"No",NA,NA,NA,NA,NA,NA
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,4020,"YR","PT",16,NA,0.845650644675426,NA,0.0660457636364991,NA,697.937177413142,NA,54.5092635390186,NA,12.8040104029941,NA,0.811813592743149,NA,NA,2393478,NA,36239690,NA,2830339,NA,51924,NA,44640408,NA,1299746,NA,"No",NA,NA,NA,NA,NA,NA
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,4020,"LR","DO",14,NA,0.859390010916038,NA,0.23492133829419,NA,390.693553398058,NA,106.799300970874,NA,3.65820328266575,NA,1.64584240443432,NA,NA,4726786,NA,20120718,NA,5500164,NA,51500,NA,12225179,NA,522772,NA,"No",NA,NA,NA,NA,NA,NA
"Los Angeles County Metropolitan Transportation Authority dba: Metro","Los Angeles","CA","9154","90154","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,3516,"MB","DO",1766,NA,0.793287931695137,NA,0.272315777408514,NA,145.665738731596,NA,50.0033812435764,NA,2.91311777541661,NA,0.70487461923756,NA,NA,252567590,NA,927480561,NA,318380729,NA,6367184,NA,1315809274,NA,67707430,NA,"No",NA,NA,NA,NA,NA,NA
"Los Angeles County Metropolitan Transportation Authority dba: Metro","Los Angeles","CA","9154","90154","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,3516,"VP","PT",1378,NA,4.08328028164646,NA,0.94238063164952,NA,24.0875620391186,NA,5.55917065780471,NA,4.33294164216765,NA,0.0955014727114198,NA,NA,16721290,NA,17743669,NA,4095063,NA,736632,NA,185794716,NA,32006362,NA,"No",NA,NA,NA,NA,NA,NA
"Los Angeles County Metropolitan Transportation Authority dba: Metro","Los Angeles","CA","9154","90154","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,3516,"LR","DO",144,NA,0.763069148952015,NA,0.180283576388748,NA,390.694339023375,NA,92.3058844807279,NA,4.23260490077365,NA,0.686745035893486,NA,NA,47901749,NA,265702234,NA,62775109,NA,680077,NA,386900844,NA,13702192,NA,"No",NA,NA,NA,NA,NA,NA
"Los Angeles County Metropolitan Transportation Authority dba: Metro","Los Angeles","CA","9154","90154","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,3516,"MB","PT",125,NA,0.523047072476601,NA,0.204793717005215,NA,85.5745304156633,NA,33.5058297560465,NA,2.55401913752697,NA,0.556735899977572,NA,NA,8369124,NA,40866117,NA,16000709,NA,477550,NA,73403057,NA,5529518,NA,"No",NA,NA,NA,NA,NA,NA
"Los Angeles County Metropolitan Transportation Authority dba: Metro","Los Angeles","CA","9154","90154","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,3516,"HR","DO",70,NA,0.764897047913925,NA,0.28577905231652,NA,398.077994978367,NA,148.728972694087,NA,2.67653294289306,NA,0.538733431238638,NA,NA,36337743,NA,127153277,NA,47506711,NA,319418,NA,236022622,NA,6977414,NA,"No",NA,NA,NA,NA,NA,NA
"Los Angeles County Metropolitan Transportation Authority dba: Metro","Los Angeles","CA","9154","90154","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,3516,"RB","DO",33,NA,0.752773630334834,NA,0.250617550803118,NA,201.943978730059,NA,67.2323037222396,NA,3.00367483411488,NA,0.465063504807256,NA,NA,6472097,NA,25824596,NA,8597667,NA,127880,NA,55529182,NA,1969431,NA,"No",NA,NA,NA,NA,NA,NA
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3200,"MB","DO",1300,NA,1.09649405995016,NA,0.234452251624561,NA,160.688419129293,NA,34.3583819109485,NA,4.67683313916738,NA,1.47279838195619,NA,NA,145691180,NA,621410880,NA,132870013,NA,3867179,NA,421925287,NA,38258564,NA,"No",NA,NA,NA,NA,NA,NA
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3200,"HR","DO",954,NA,2.32069807189308,NA,0.637199732352943,NA,287.357984604929,NA,78.9005830174093,NA,3.64202612471855,NA,0.618531946453667,NA,NA,626964769,NA,983937590,NA,270162145,NA,3424083,NA,1590762766,NA,85523746,NA,"No",NA,NA,NA,NA,NA,NA
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3200,"DR","PT",654,NA,3.98126964510684,NA,0.0820293880626958,NA,54.8708899767547,NA,1.13055028382231,NA,48.534674451843,NA,6.33561156371627,NA,NA,8459772,NA,103130990,NA,2124893,NA,1879521,NA,16277985,NA,18860231,NA,"No",NA,NA,NA,NA,NA,NA
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3200,"DT","PT",248,NA,5.29720476078332,NA,0.0614037086318838,NA,130.76423422805,NA,1.51578224754582,NA,86.268482455028,NA,5.33828045523461,NA,NA,584822,NA,9524213,NA,110402,NA,72835,NA,1784135,NA,1784145,NA,"No",NA,NA,NA,NA,NA,NA
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3200,"MB","PT",44,NA,0.601226189329023,NA,0.189983314452962,NA,89.2710104643558,NA,28.2090214192283,NA,3.16462627815602,NA,2.65934995929863,NA,NA,829819,NA,4367852,NA,1380211,NA,48928,NA,1642451,NA,282505,NA,"No",NA,NA,NA,NA,NA,NA
"King County Department of Transportation - Metro Transit Division","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2875,"VP","DO",1476,NA,1.9995979105952,NA,0.798709254551996,NA,17.3911367714754,NA,6.94662752594211,NA,2.50353667395126,NA,0.122596725365984,NA,NA,7121362,NA,8916088,NA,3561397,NA,512680,NA,72726967,NA,14693548,"Q","Yes",NA,NA,NA,NA,NA,NA
"King County Department of Transportation - Metro Transit Division","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2875,"MB","DO",871,NA,1.34331977008428,NA,0.305352212247937,NA,163.461074101784,NA,37.1566038890891,NA,4.39924688999319,NA,0.898299452862682,NA,NA,136162762,NA,445920339,NA,101362881,NA,2727991,NA,496404999,NA,31651853,"Q","Yes",NA,NA,NA,NA,NA,NA
"King County Department of Transportation - Metro Transit Division","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2875,"DR","PT",321,NA,1.09001946540487,NA,0.0162348925252956,NA,111.941248399925,NA,1.66726759897374,NA,67.1405408878751,NA,6.01092418946371,NA,NA,983881,NA,60602865,NA,902627,NA,541381,NA,10082121,NA,6705640,"Q","Yes",NA,NA,NA,NA,NA,NA
"King County Department of Transportation - Metro Transit Division","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2875,"TB","DO",129,NA,1.17365953723432,NA,0.348188403804159,NA,154.297098763023,NA,45.7751663284817,NA,3.37075998054907,NA,1.88054699592367,NA,NA,22028748,NA,63266748,NA,18769283,NA,410032,NA,33642737,NA,2827567,"Q","Yes",NA,NA,NA,NA,NA,NA
"King County Department of Transportation - Metro Transit Division","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2875,"DT","PT",45,NA,3.91067078712961,NA,0.3571904744115,NA,27.6811444329542,NA,2.52832356658623,NA,10.9484184693692,NA,0.829023763771811,NA,NA,430252,NA,1204545,NA,110020,NA,43515,NA,1452968,NA,1257248,"Q","Yes",NA,NA,NA,NA,NA,NA
"King County Department of Transportation - Metro Transit Division","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2875,"MB","PT",30,NA,1.25608154034841,NA,0.141353281393871,NA,106.87427876927,NA,12.0271093200281,NA,8.88611518574108,NA,2.19604740132107,NA,NA,1180841,NA,8353828,NA,940099,NA,78165,NA,3804029,NA,1068355,"Q","Yes",NA,NA,NA,NA,NA,NA
"King County Department of Transportation - Metro Transit Division","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2875,"SR","DO",3,NA,0.748447090172431,NA,0.164847157321217,NA,232.89604286892,NA,51.2958779884584,NA,4.54024869057358,NA,5.40274207860957,NA,NA,465698,NA,2825029,NA,622219,NA,12130,NA,522888,NA,59960,"Q","Yes",NA,NA,NA,NA,NA,NA
"Chicago Transit Authority","Chicago","IL","5066","50066","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,2728,"MB","DO",1594,NA,1.06483005578143,NA,0.367707120645616,NA,138.630622498424,NA,47.8719273140689,NA,2.8958646596558,NA,1.18616140607957,NA,NA,292070922,NA,794303144,NA,274288766,NA,5729637,NA,669641703,NA,52277748,NA,"No",NA,NA,NA,NA,NA,NA
"Chicago Transit Authority","Chicago","IL","5066","50066","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,2728,"HR","DO",1134,NA,1.23841664254174,NA,0.52594129991069,NA,143.562605641122,NA,60.9693869055968,NA,2.35466703746604,NA,0.385181660911353,NA,NA,299295661,NA,569066664,NA,241676065,NA,3963892,NA,1477398126,NA,71297563,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2344,"MB","DO",790,NA,0.791837142842997,NA,0.237393860179642,NA,184.744017881219,NA,55.3865096457281,NA,3.33554179642133,NA,1.29081380343023,NA,NA,96282815,NA,405582583,NA,121594214,NA,2195376,NA,314206884,NA,21693197,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2344,"DR","PT",590,NA,2.79431395187648,NA,0.0590517116082753,NA,80.0745145701761,NA,1.69219966797049,NA,47.3197791524284,NA,5.69304494309707,NA,NA,6006987,NA,101724181,NA,2149718,NA,1270369,NA,17868150,NA,19141547,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2344,"CR","PT",421,NA,5.74885495453983,NA,0.466977474195358,NA,543.553972750682,NA,44.1526988054413,NA,12.3107757273423,NA,0.596671420953997,NA,NA,188964138,NA,404653647,NA,32869874,NA,744459,NA,678185066,NA,21927049,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2344,"HR","DO",336,NA,1.23167195662727,NA,0.616617433152133,NA,251.000119953513,NA,125.659311193889,NA,1.99746534951338,NA,0.603888261110012,NA,NA,215473184,NA,349443873,NA,174943647,NA,1392206,NA,578656509,NA,22437774,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2344,"LR","DO",151,NA,1.29615737383423,NA,0.428677113183691,NA,277.56098245487,NA,91.7975263599437,NA,3.02362158830442,NA,1.18675939424165,NA,NA,78856435,NA,183952986,NA,60838627,NA,662748,NA,155004449,NA,6215412,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2344,"RB","DO",30,NA,0.609696817390728,NA,0.308357042740381,NA,155.390068352915,NA,78.5892604025577,NA,1.97724304258573,NA,1.27478749368426,NA,NA,6084709,NA,19732674,NA,9979893,NA,126988,NA,15479187,NA,1049824,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2344,"TB","DO",10,NA,1.33116648475625,NA,0.186210386140741,NA,363.554960190181,NA,50.855929964907,NA,7.14872307793903,NA,3.27605061018528,NA,NA,1794057,NA,9634570,NA,1347733,NA,26501,NA,2940910,NA,238787,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2344,"FB","PT",8,NA,6.73337125399863,NA,0.681712799517977,NA,586.843380431412,NA,59.4143154537804,NA,9.87713778993094,NA,1.14529152579411,NA,NA,9032124,NA,13249163,NA,1341397,NA,22577,NA,11568376,NA,226027,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2344,"MB","PT",8,NA,0.312648881763889,NA,0.117481737271239,NA,71.0381822017298,NA,26.6934876292077,NA,2.6612551791097,NA,1.16605468326829,NA,NA,276935,NA,2357260,NA,885770,NA,33183,NA,2021569,NA,395604,NA,"No",NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2340,"MB","DO",1172,NA,1.05137135615623,NA,0.290406577246267,NA,157.692305697084,NA,43.5572859079845,NA,3.62034278329948,NA,1.23377672793518,NA,NA,180086911,NA,620119946,NA,171287633,NA,3932468,NA,502619260,NA,39751731,NA,"No",NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2340,"DR","PT",388,NA,3.41312070208037,NA,0.108106405537451,NA,54.0390233073537,NA,1.71161968135254,NA,31.5718637125343,NA,4.42160257031409,NA,NA,6289535,NA,58179115,NA,1842752,NA,1076613,NA,13157925,NA,11199795,NA,"No",NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2340,"CR","DO",339,NA,4.02378897781328,NA,0.561298407053358,NA,310.705385798419,NA,43.3418449807296,NA,7.16871618955221,NA,0.552011503044837,NA,NA,151498528,NA,269907283,NA,37650714,NA,868692,NA,488952280,NA,19286247,NA,"No",NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2340,"HR","DO",287,NA,1.06280913963366,NA,0.567591384981518,NA,214.247688011275,NA,114.418607662072,NA,1.8724899069218,NA,0.42536287239138,NA,NA,107075638,NA,188649160,NA,100747758,NA,880519,NA,443501707,NA,17112209,NA,"No",NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2340,"SR","DO",124,NA,1.16161352327376,NA,0.445446546851205,NA,170.349614904716,NA,65.3243494470362,NA,2.60775065265414,NA,0.981827174172913,NA,NA,30286035,NA,67990279,NA,26072385,NA,399122,NA,69248724,NA,3431721,NA,"No",NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2340,"TB","DO",30,NA,0.954422457410129,NA,0.459366108124061,NA,126.833848426004,NA,61.0454740220077,NA,2.07769454587705,NA,1.08730751712131,NA,NA,6390829,NA,13912278,NA,6696017,NA,109689,NA,12795164,NA,932389,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2240,"VP","PT",720,NA,3.24294014057146,NA,0.725188283860663,NA,38.6110616750355,NA,8.63422953876141,NA,4.47185953323338,NA,0.15294637953113,NA,NA,7929514,NA,10934421,NA,2445162,NA,283194,NA,71491859,NA,10120643,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2240,"MB","DO",610,NA,0.53472772127214,NA,0.0990101248368557,NA,124.539962415382,NA,23.0598054587277,NA,5.4007377745785,NA,1.02156034083725,NA,NA,25189892,NA,254417334,NA,47107885,NA,2042857,NA,249047779,NA,26331312,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2240,"DR","PT",332,NA,1.00825270780553,NA,0.0315994377590974,NA,51.0729270670827,NA,1.60066595163807,NA,31.9072989681679,NA,2.86179976785613,NA,NA,1655191,NA,52380394,NA,1641643,NA,1025600,NA,18303305,NA,15473092,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2240,"CB","DO",232,NA,3.58163096387801,NA,0.466629203032744,NA,205.894060336936,NA,26.8247014427677,NA,7.67553968032876,NA,0.476370403633017,NA,NA,23193847,NA,49705091,NA,6475778,NA,241411,NA,104341266,NA,6142718,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2240,"MB","PT",143,NA,0.455963929781807,NA,0.0890838358661379,NA,100.067382684655,NA,19.5506392334579,NA,5.11836884153667,NA,1.13930381841335,NA,NA,4970849,NA,55799674,NA,10901847,NA,557621,NA,48976992,NA,7237868,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2240,"DT","PT",92,NA,1.32905912315948,NA,0.0572878298588775,NA,77.6806909680241,NA,3.34835232680781,NA,23.1996765531786,NA,2.17311437256578,NA,NA,345982,NA,6039363,NA,260321,NA,77746,NA,2779128,NA,2303340,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2240,"CB","PT",60,NA,3.42492979163664,NA,0.713812090262915,NA,130.690507240471,NA,27.2380661287255,NA,4.79808319073883,NA,0.255355784878318,NA,NA,6867337,NA,9620651,NA,2005103,NA,73614,NA,37675477,NA,2056309,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2240,"LR","DO",51,NA,0.316742060679941,NA,0.0950613877659516,NA,256.692291761378,NA,77.0391069353943,NA,3.33197387628912,NA,1.24327029873352,NA,NA,4830770,NA,50817373,NA,15251432,NA,197970,NA,40873954,NA,2350774,NA,"No",NA,NA,NA,NA,NA,NA
"Puerto Rico Highway and Transportation Authority","San Juan","PR","4105","40105","State Government Unit or Department of Transportation","Full Reporter",2148346,1800,"PB","PT",1800,NA,1.46332210387512,NA,0.978883157403945,NA,21.9437459491541,NA,14.6791764185714,NA,1.49488944906963,NA,0.378281626575621,NA,NA,37748495,NA,38562820,NA,25796436,NA,1757349,NA,101942091,NA,18823628,NA,"No",NA,NA,NA,NA,NA,NA
"Pace - Suburban Bus Division","Arlington Heights","IL","5113","50113","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,1638,"VP","DO",710,NA,2.1799150837844,NA,0.616998092746089,NA,19.1968984465814,NA,5.43344546596686,NA,3.53309857747241,NA,0.158033114181508,NA,NA,4035025,NA,6539769,NA,1851001,NA,340668,NA,41382270,NA,10010513,NA,"No",NA,NA,NA,NA,NA,NA
"Pace - Suburban Bus Division","Arlington Heights","IL","5113","50113","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,1638,"MB","DO",520,NA,1.11411918956125,NA,0.201757199212169,NA,110.393715033163,NA,19.9913321343011,NA,5.52207898360858,NA,0.80893416883646,"W",NA,31330822,NA,155289735,NA,28121607,NA,1406690,NA,191968322,"W",19977845,NA,"No",NA,NA,NA,NA,NA,NA
"Pace - Suburban Bus Division","Arlington Heights","IL","5113","50113","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,1638,"DR","PT",254,NA,1.4638802038894,NA,0.0666769043009833,NA,73.5699752205756,NA,3.3509696928579,NA,21.9548315752838,NA,3.53141877594518,NA,NA,1518379,NA,22772188,NA,1037229,NA,309531,NA,6448453,NA,4663608,NA,"No",NA,NA,NA,NA,NA,NA
"Pace - Suburban Bus Division","Arlington Heights","IL","5113","50113","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,1638,"MB","PT",93,NA,1.05020198994908,NA,0.156936412832168,NA,105.768131659358,NA,15.8054082295014,NA,6.69189495921636,NA,1.24802212825165,NA,NA,2096869,NA,13361265,NA,1996634,NA,126326,NA,10705952,NA,1684544,NA,"No",NA,NA,NA,NA,NA,NA
"Pace - Suburban Bus Division","Arlington Heights","IL","5113","50113","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,1638,"DT","PT",54,NA,5.31421637125837,NA,0.168611076368212,NA,79.2046723099102,NA,2.51302997819096,NA,31.5175994704714,NA,5.02934908131555,NA,NA,361287,NA,2142724,NA,67985,NA,27053,NA,426044,NA,426044,NA,"No",NA,NA,NA,NA,NA,NA
