"Agency","City","State","Legacy NTD ID","NTD ID","Organization Type","NTD Reporter Type","Primary UZA Population","Agency VOMS","Mode","Type of Service","Mode VOMS","Mode VOMS Questionable","Max Trains in Operation","Max Trains in Operation Questionable","Average Speed (mi/hr)","Average Speed (mi/hr) Questionable","Average Passenger Trip Length (mi)","Average Passenger Trip Length (mi) Questionable","Passengers per Hour","Passengers per Hour Questionable","Scheduled Vehicle Revenue Miles","Scheduled Vehicle Revenue Miles Questionable","Vehicle Miles","Vehicle Miles Questionable","Vehicle Revenue Miles","Vehicle Revenue Miles Questionable","Deadhead Miles","Deadhead Miles Questionable","Vehicle Hours","Vehicle Hours Questionable","Vehicle 
Revenue 
Hours","Vehicle Revenue Hours Questionable","Deadhead Hours","Deadhead Hours Questionable","Train Miles","Train Miles Questionable","Train 
Revenue
Miles","Train Revenue Miles Questionable","Train Hours","Train Hours Questionable","Train 
Revenue 
Hours","Train Revenue Hours Questionable","Unlinked Passenger Trips","Unlinked Passenger Trips Questionable","Passenger Miles","Passenger Miles Questionable","Directional Route Miles","Directional Route Miles Questionable","Any data questionable","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","1"
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,3646,"LR","DO",15,NA,15,NA,9.3913,NA,2.2517,NA,88.6621,NA,458806,NA,481308,NA,470004,NA,11304,NA,55608,NA,50047,NA,5561,NA,481308,NA,470004,NA,55608,NA,50047,NA,4437270,NA,9991369,NA,12.42,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,3646,"DR","PT",439,NA,0,NA,15.6599,NA,6.2766,NA,1.568,NA,0,NA,17839733,NA,14741231,NA,3098502,NA,1123477,NA,941336,NA,182141,NA,0,NA,0,NA,0,NA,0,NA,1475977,NA,9264182,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,3646,"CR","DO",904,NA,105,NA,32.758,NA,22.0101,NA,40.0147,NA,54847772,NA,57155030,NA,54301350,NA,2853680,NA,1953118,NA,1657653,NA,295465,NA,8422625,NA,7942892,NA,287491,NA,248272,NA,66330426,NA,1459936301,NA,920.4,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Los Angeles County Metropolitan Transportation Authority, dba: Metro","Los Angeles","CA","9154","90154","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,3482,"RB","DO",26,NA,0,NA,15.5302,NA,6.2941,NA,53.5936,NA,1615038,NA,1613351,NA,1564354,NA,48997,NA,103004,NA,100730,NA,2274,NA,0,NA,0,NA,0,NA,0,NA,5398482,NA,33978651,NA,35.42,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Los Angeles County Metropolitan Transportation Authority, dba: Metro","Los Angeles","CA","9154","90154","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,3482,"VP","PT",1267,NA,0,NA,41.3095,NA,45.4506,NA,4.3366,NA,0,NA,24415911,NA,24415911,NA,0,NA,591048,NA,591048,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2563168,NA,116497421,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Los Angeles County Metropolitan Transportation Authority, dba: Metro","Los Angeles","CA","9154","90154","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,3482,"MB","PT",134,NA,0,NA,11.7271,NA,4.5359,NA,22.5361,NA,5381901,NA,6547441,NA,5361670,NA,1185771,NA,505209,NA,457203,NA,48006,NA,0,NA,0,NA,0,NA,0,NA,10303587,NA,46736330,NA,616.88,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Los Angeles County Metropolitan Transportation Authority, dba: Metro","Los Angeles","CA","9154","90154","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,3482,"MB","DO",1784,NA,0,NA,10.3196,NA,3.9871,NA,36.5648,NA,61639189,NA,70871270,NA,59796984,NA,11074286,NA,6313481,NA,5794516,NA,518965,NA,0,NA,0,NA,0,NA,0,NA,211875282,NA,844757744,NA,3180.17,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Los Angeles County Metropolitan Transportation Authority, dba: Metro","Los Angeles","CA","9154","90154","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,3482,"LR","DO",203,NA,74,NA,20.558,NA,7.5713,NA,55.704,NA,15592469,NA,16090545,NA,15536688,NA,553857,NA,792734,NA,755749,NA,36985,NA,6384468,NA,6156417,NA,309440,NA,294220,NA,42098255,NA,318737668,NA,171.92,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Los Angeles County Metropolitan Transportation Authority, dba: Metro","Los Angeles","CA","9154","90154","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,3482,"HR","DO",68,NA,13,NA,21.8993,NA,4.8392,NA,108.4073,NA,6821561,NA,6973555,NA,6801301,NA,172254,NA,327668,NA,310572,NA,17096,NA,1383514,NA,1350454,NA,66480,NA,63158,NA,33668265,NA,162927528,NA,31.9,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"King County Department of Metro Transit, dba: King County Metro","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,3371,"VP","DO",1670,NA,0,NA,35.8903,NA,22.9872,NA,7.3522,NA,0,NA,5295537,NA,5295537,NA,0,NA,147548,NA,147548,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1084802,NA,24936518,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"King County Department of Metro Transit, dba: King County Metro","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,3371,"TB","DO",127,NA,0,NA,6.6078,NA,1.8729,"W",23.3285,"W",3303806,NA,2530256,NA,2375110,NA,155146,NA,380114,NA,359439,NA,20675,NA,0,NA,0,NA,0,NA,0,NA,8385162,"W",15704827,"W",116.86,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"King County Department of Metro Transit, dba: King County Metro","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,3371,"SR","DO",10,NA,10,NA,5.0405,NA,1.2445,"W",25.5599,"W",150085,NA,152125,NA,147792,NA,4333,NA,30424,NA,29321,NA,1103,NA,152125,NA,147792,NA,30424,NA,29321,NA,749443,"W",932676,"W",7.85,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"King County Department of Metro Transit, dba: King County Metro","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,3371,"MB","PT",29,NA,0,NA,10.7908,NA,3.8645,NA,5.4261,NA,780365,NA,902132,NA,779440,NA,122692,NA,77140,NA,72232,NA,4908,NA,0,NA,0,NA,0,NA,0,NA,391935,NA,1514647,NA,133,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"King County Department of Metro Transit, dba: King County Metro","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,3371,"MB","DO",1080,NA,0,NA,10.6249,NA,4.3047,NA,16.8183,NA,33748672,NA,38870415,NA,30870826,NA,7999589,NA,3368003,NA,2905517,NA,462486,NA,0,NA,0,NA,0,NA,0,NA,48865809,NA,210354213,NA,1403.9,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"King County Department of Metro Transit, dba: King County Metro","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,3371,"FB","DO",2,NA,0,NA,13.494,NA,6.0988,NA,55.1539,NA,36292,NA,35948,NA,35948,NA,0,NA,2664,NA,2664,NA,0,NA,0,NA,0,NA,0,NA,0,NA,146930,NA,896100,NA,24,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"King County Department of Metro Transit, dba: King County Metro","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,3371,"DR","TX",126,NA,0,NA,30.0787,NA,11.6104,NA,2.8728,NA,0,NA,0,NA,905250,NA,0,NA,0,NA,30096,NA,0,NA,0,NA,0,NA,0,NA,0,NA,86460,NA,1003831,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"King County Department of Metro Transit, dba: King County Metro","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,3371,"DR","PT",327,NA,0,NA,9.3848,NA,9.9955,NA,1.0921,NA,0,NA,6348763,NA,3913186,NA,2435577,NA,570584,NA,416969,NA,153615,NA,0,NA,0,NA,0,NA,0,NA,455391,NA,4551838,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3304,"HR","DO",998,NA,129,NA,23.3386,NA,5.6487,NA,51.0164,NA,81860566,NA,82234530,NA,79847615,NA,2386915,NA,3524685,NA,3421264,NA,103421,NA,11770449,NA,11432619,NA,505929,NA,489793,NA,174540714,NA,985922295,NA,234.2,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3304,"DR","TX",310,NA,0,NA,22.0312,NA,14.2388,NA,1.6874,NA,0,NA,0,NA,1487259,NA,0,NA,0,NA,67507,NA,0,NA,0,NA,0,NA,0,NA,0,NA,113913,NA,1621988,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3304,"DR","PT",718,NA,0,NA,9.2333,NA,11.1389,NA,0.9773,NA,0,NA,18754212,NA,15878795,NA,2875417,NA,2009595,NA,1719723,NA,289872,NA,0,NA,0,NA,0,NA,0,NA,1680671,NA,18720888,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3304,"MB","PT",69,NA,0,NA,15.2217,NA,6.6915,NA,17.8467,NA,1525180,NA,1777525,NA,1245302,NA,532223,NA,103175,NA,81811,NA,21364,NA,0,NA,0,NA,0,NA,0,NA,1460056,NA,9769903,NA,284.04,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3304,"MB","DO",1209,NA,0,NA,9.798,NA,2.7801,NA,30.8836,NA,30573537,NA,39906359,NA,30377526,NA,9528833,NA,3662975,NA,3100367,NA,562608,NA,0,NA,0,NA,0,NA,0,NA,95750592,NA,266193269,NA,2132.18,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chicago Transit Authority","Chicago","IL","5066","50066","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,2703,"MB","DO",1555,NA,0,NA,9.086,NA,2.484,NA,22.3931,NA,52591756,NA,54087118,NA,49278477,NA,4808641,NA,5786581,NA,5423534,NA,363047,NA,0,NA,0,NA,0,NA,0,NA,121449922,NA,301677908,NA,1528.07,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chicago Transit Authority","Chicago","IL","5066","50066","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,2703,"HR","DO",1148,NA,158,NA,18.0276,NA,6.3144,"W",19.7235,NA,82996946,NA,70519745,NA,69510641,NA,1009104,NA,4177041,NA,3855798,NA,321243,NA,10533049,NA,10388783,NA,631507,NA,582079,NA,76049871,NA,480210760,"W",207.84,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2428,"TB","DO",22,NA,0,NA,8.3689,NA,2.3236,NA,45.6972,NA,431309,NA,377560,NA,375096,NA,2464,NA,47092,NA,44820,NA,2272,NA,0,NA,0,NA,0,NA,0,NA,2048150,NA,4759117,NA,21.58,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2428,"RB","DO",65,NA,0,NA,9.0139,NA,2.0699,NA,57.0926,NA,1570799,NA,1533501,NA,1454757,NA,78744,NA,170192,NA,161390,NA,8802,NA,0,NA,0,NA,0,NA,0,NA,9214174,NA,19072682,NA,13.02,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2428,"MB","PT",53,NA,0,NA,8.0482,NA,2.1886,"W",7.7283,"W",810827,NA,801272,NA,784846,NA,16426,NA,99356,NA,97518,NA,1838,NA,0,NA,0,NA,0,NA,0,NA,753648,"W",1649471,"W",80,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2428,"MB","DO",767,NA,0,NA,8.5299,NA,2.5831,NA,35.0012,NA,22271465,NA,21978557,NA,19713478,NA,2265079,NA,2520143,NA,2311113,NA,209030,NA,0,NA,0,NA,0,NA,0,NA,80891824,NA,208952722,NA,1512.52,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2428,"LR","DO",154,NA,86,NA,7.3029,NA,2.3538,NA,57.7745,NA,5714964,NA,5260506,NA,5241369,NA,19137,NA,726323,NA,717709,NA,8614,"Q",2876932,NA,2870560,NA,321018,NA,315916,NA,41465243,NA,97602251,NA,51,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2428,"HR","DO",338,NA,56,NA,16.7071,NA,3.5198,NA,87.0464,NA,23317516,NA,22746421,NA,22203578,NA,542843,NA,1393950,NA,1328990,NA,64960,NA,3791070,NA,3700596,NA,253575,NA,242748,NA,115683733,NA,407181618,NA,76.3,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2428,"FB","PT",9,NA,0,NA,10.3595,NA,8.5087,NA,70.1322,NA,203569,NA,178857,NA,176412,NA,2445,NA,18047,NA,17029,NA,1018,NA,0,NA,0,NA,0,NA,0,NA,1194282,NA,10161755,NA,38.42,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2428,"DR","PT",584,NA,0,NA,10.5935,NA,7.6615,NA,1.2292,NA,0,NA,15856060,NA,12048450,NA,3807610,NA,1669678,NA,1137343,NA,532335,NA,0,NA,0,NA,0,NA,0,NA,1397996,NA,10710752,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2428,"CR","PT",436,NA,67,NA,29.7292,NA,20.751,NA,33.01,NA,22195183,NA,22810502,NA,22300695,NA,509807,NA,768699,NA,750128,NA,18571,NA,4189947,NA,4093393,NA,141215,NA,137738,NA,24761705,NA,513830968,NA,776.08,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2406,"TB","DO",29,NA,0,NA,8.3995,NA,2.0441,"W",63.8563,"W",758640,NA,623114,NA,611268,NA,11846,NA,74188,NA,72774,NA,1414,NA,0,NA,0,NA,0,NA,0,NA,4647076,"W",9499074,"W",30.56,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2406,"SR","DO",118,NA,118,NA,8.6617,NA,2.5709,"W",62.355,"W",3534300,NA,2982690,NA,2877276,NA,105414,NA,344482,NA,332182,NA,12300,NA,2982690,NA,2877276,NA,344482,NA,332182,NA,20713198,"W",53250744,"W",82.93,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2406,"MB","PT",6,NA,0,NA,19.4953,NA,6.3904,NA,6.8313,NA,150915,NA,185685,NA,150426,NA,35259,NA,9129,NA,7716,NA,1413,NA,0,NA,0,NA,0,NA,0,NA,52710,NA,336840,NA,21.3,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2406,"MB","DO",1217,NA,0,NA,9.9776,NA,3.1079,"W",31.2608,"W",38465746,NA,42943016,NA,37909116,NA,5033900,NA,4141956,NA,3799434,NA,342522,NA,0,NA,0,NA,0,NA,0,NA,118773418,"W",369136718,"W",2522.8,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2406,"HR","DO",286,NA,61,NA,17.0971,NA,4.4254,"W",75.5141,"W",16431036,NA,16168711,NA,16089713,NA,78998,NA,945947,NA,941080,NA,4867,NA,3121305,NA,3101700,NA,182557,NA,181391,NA,71064786,"W",314489396,"W",74.9,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2406,"DR","PT",393,NA,0,NA,9.8495,NA,6.7586,NA,1.4445,NA,0,NA,9425644,NA,7854344,NA,1571300,NA,938418,NA,797436,NA,140982,NA,0,NA,0,NA,0,NA,0,NA,1151930,NA,7785430,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2406,"CR","DO",357,NA,84,NA,19.6909,NA,13.4494,"W",29.7939,"W",16896038,NA,17498310,NA,16621821,NA,876489,NA,882766,NA,844136,NA,38630,NA,4453116,NA,4225898,NA,224140,NA,214329,NA,25150117,"W",338253606,"W",446.94,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas, dba: Metro","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2157,"DR","PT",345,NA,0,NA,14.6211,NA,10.7096,NA,1.3476,NA,0,NA,17104265,NA,13691291,NA,3412974,NA,1131385,NA,936407,NA,194978,NA,0,NA,0,NA,0,NA,0,NA,1261873,NA,13514183,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas, dba: Metro","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2157,"CB","PT",66,NA,0,NA,28.5825,NA,21.0185,NA,16.2666,NA,1502037,NA,2029530,NA,1510271,NA,519259,NA,70443,NA,52839,NA,17604,NA,0,NA,0,NA,0,NA,0,NA,859512,NA,18065624,NA,264.5,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
