"Name","City","State","Legacy NTD ID","NTD ID","Organization Type","Reporter Type","Primary UZA
 Population","Agency VOMS","Mode","TOS","Mode VOMS","Ratios:","Fare Revenues per Unlinked Passenger Trip","Fare Revenues per Unlinked Passenger Trip Questionable","Fare Revenues per Total Operating Expense (Recovery Ratio)","Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable","Cost per
 Hour","Cost per Hour Questionable","Passengers per Hour","Passengers per Hour Questionable","Cost per Passenger","Cost per Passenger Questionable","Cost per Passenger Mile","Cost per Passenger Mile Questionable","Source Data:","Fare Revenues Earned","Fare Revenues Earned Questionable","Total Operating Expenses","Total Operating Expenses Questionable","Unlinked Passenger Trips","Unlinked Passenger Trips Questionable","Vehicle Revenue Hours","Vehicle Revenue Hours Questionable","Passenger Miles","Passenger Miles Questionable","Vehicle Revenue Miles","Vehicle Revenue Miles Questionable","Any data questionable?","...40","...41","...42","1","...44","...45"
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,4056,"LR","PT",42,NA,1.0157,NA,0.2008,NA,685.2341,NA,135.4425,NA,5.0592,NA,1.2944,NA,NA,15693414,NA,78168765,NA,15450736,NA,114076,NA,60389250,NA,1951272,NA,"No",NA,NA,NA,NA,NA,NA
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,4056,"YR","PT",16,NA,0.8428,NA,0.0729,NA,610.0211,NA,52.747,NA,11.565,NA,0.7888,NA,NA,2314968,NA,31765627,NA,2746696,NA,52073,NA,40272993,NA,1299376,NA,"No",NA,NA,NA,NA,NA,NA
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,4056,"LR","DO",14,NA,0.9525,NA,0.2559,NA,419.1926,NA,112.6347,NA,3.7217,NA,1.6293,NA,NA,5452504,NA,21305047,NA,5724544,NA,50824,NA,13075858,NA,512245,NA,"No",NA,NA,NA,NA,NA,NA
"Los Angeles County Metropolitan Transportation Authority dba: Metro","Los Angeles","CA","9154","90154","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,3544,"MB","DO",1777,NA,0.8175,NA,0.2372,NA,159.0286,NA,46.1407,NA,3.4466,NA,0.8425,NA,NA,243320962,NA,1025867076,NA,297645917,NA,6450832,NA,1217655744,NA,68503553,NA,"No",NA,NA,NA,NA,NA,NA
"Los Angeles County Metropolitan Transportation Authority dba: Metro","Los Angeles","CA","9154","90154","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,3544,"VP","PT",1378,NA,3.8957,NA,1.0721,NA,19.1482,NA,5.2694,NA,3.6338,NA,0.08,NA,NA,15682409,NA,14628264,NA,4025577,NA,763949,NA,182841314,NA,32197552,NA,"No",NA,NA,NA,NA,NA,NA
"Los Angeles County Metropolitan Transportation Authority dba: Metro","Los Angeles","CA","9154","90154","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,3544,"LR","DO",161,NA,0.77,NA,0.1502,NA,479.9384,NA,93.6408,NA,5.1253,NA,0.7448,NA,NA,47807077,NA,318210204,NA,62085975,NA,663023,NA,427260143,NA,13746952,NA,"No",NA,NA,NA,NA,NA,NA
"Los Angeles County Metropolitan Transportation Authority dba: Metro","Los Angeles","CA","9154","90154","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,3544,"MB","PT",125,NA,0.4696,NA,0.1744,NA,83.6571,NA,31.0602,NA,2.6934,NA,0.6,NA,NA,7111289,NA,40782420,NA,15141692,NA,487495,NA,67971607,NA,5679764,NA,"No",NA,NA,NA,NA,NA,NA
"Los Angeles County Metropolitan Transportation Authority dba: Metro","Los Angeles","CA","9154","90154","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,3544,"HR","DO",70,NA,0.778,NA,0.2548,NA,444.2685,NA,145.5149,NA,3.0531,NA,0.6262,NA,NA,35789506,NA,140453279,NA,46003795,NA,316145,NA,224277713,NA,6884795,NA,"No",NA,NA,NA,NA,NA,NA
"Los Angeles County Metropolitan Transportation Authority dba: Metro","Los Angeles","CA","9154","90154","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,3544,"RB","DO",33,NA,0.7727,NA,0.1811,NA,268.9762,NA,63.0542,NA,4.2658,NA,0.6623,NA,NA,6245395,NA,34477102,NA,8082226,NA,128179,NA,52054043,NA,1977433,NA,"No",NA,NA,NA,NA,NA,NA
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3172,"MB","DO",1301,NA,1.1047,NA,0.2388,NA,152.2972,NA,32.924,NA,4.6257,NA,1.4803,NA,NA,141053043,NA,590647746,NA,127687553,NA,3878257,NA,399016612,NA,39363678,NA,"No",NA,NA,NA,NA,NA,NA
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3172,"HR","DO",954,NA,2.305,NA,0.5731,NA,316.1841,NA,78.6116,NA,4.0221,NA,0.6791,NA,NA,574350853,NA,1002200678,NA,249173213,NA,3169674,NA,1475685198,NA,77967423,NA,"No",NA,NA,NA,NA,NA,NA
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3172,"DR","PT",642,NA,3.9485,NA,0.0806,NA,55.6404,NA,1.1357,NA,48.9923,NA,6.2261,NA,NA,8571127,NA,106347886,NA,2170706,NA,1911342,NA,17081000,NA,18912329,NA,"No",NA,NA,NA,NA,NA,NA
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3172,"DT","PT",275,NA,5.3044,NA,0.0595,NA,126.5667,NA,1.4208,NA,89.0801,NA,5.3942,NA,NA,585277,NA,9828917,NA,110338,NA,77658,NA,1822138,NA,1822138,NA,"No",NA,NA,NA,NA,NA,NA
"King County Department of Transportation","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2818,"VP","DO",1469,NA,2.0599,NA,0.8066,NA,16.6659,NA,6.5255,NA,2.554,NA,0.1326,NA,NA,7293271,NA,9042386,NA,3540538,NA,542569,NA,68191343,NA,14879324,NA,"No",NA,NA,NA,NA,NA,NA
"King County Department of Transportation","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2818,"MB","DO",949,NA,1.3773,NA,0.2968,NA,160.7999,NA,34.6516,NA,4.6405,NA,0.9753,NA,NA,139001364,NA,468335938,NA,100924131,NA,2912539,NA,480196177,NA,32450352,NA,"No",NA,NA,NA,NA,NA,NA
"King County Department of Transportation","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2818,"DR","PT",174,NA,1.0993,NA,0.0163,NA,100.29,NA,1.4861,NA,67.4865,NA,6.0422,NA,NA,957269,NA,58765608,NA,870776,NA,585957,NA,9725896,NA,7934196,NA,"No",NA,NA,NA,NA,NA,NA
"King County Department of Transportation","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2818,"TB","DO",138,NA,1.2038,NA,0.3522,NA,144.2003,NA,42.1868,NA,3.4181,NA,1.8728,NA,NA,22872383,NA,64943077,NA,18999529,NA,450367,NA,34676186,NA,3063846,NA,"No",NA,NA,NA,NA,NA,NA
"King County Department of Transportation","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2818,"DT","PT",46,NA,3.9801,NA,0.3277,NA,30.8666,NA,2.5414,NA,12.1455,NA,0.8771,NA,NA,440458,NA,1344084,NA,110665,NA,43545,NA,1532467,NA,1336929,NA,"No",NA,NA,NA,NA,NA,NA
"King County Department of Transportation","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2818,"MB","PT",32,NA,1.2561,NA,0.1333,NA,110.8123,NA,11.7561,NA,9.4259,NA,2.3432,NA,NA,1229557,NA,9226895,NA,978883,NA,83266,NA,3937786,NA,1141070,NA,"No",NA,NA,NA,NA,NA,NA
"King County Department of Transportation","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2818,"SR","DO",8,NA,0.9203,"W",0.1391,NA,227.6763,NA,34.4125,"W",6.6161,"W",5.7781,"W",NA,1250080,NA,8986612,NA,1358297,"W",39471,NA,1555281,"W",191472,NA,"Yes",NA,NA,NA,NA,NA,NA
"King County Department of Transportation","Seattle","WA","1","1","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2818,"FB","DO",2,NA,4.1156,NA,0.4866,NA,999.8504,NA,118.2133,NA,8.458,NA,1.7106,NA,NA,2477371,NA,5091238,NA,601942,NA,5092,NA,2976252,NA,51704,NA,"No",NA,NA,NA,NA,NA,NA
"Chicago Transit Authority","Chicago","IL","5066","50066","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,2712,"MB","DO",1572,NA,1.0811,NA,0.3495,NA,139.137,NA,44.9837,NA,3.0931,NA,1.2646,NA,NA,280077543,NA,801281245,NA,259058440,NA,5758937,NA,633607162,NA,52304804,NA,"No",NA,NA,NA,NA,NA,NA
"Chicago Transit Authority","Chicago","IL","5066","50066","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,2712,"HR","DO",1140,NA,1.2617,NA,0.5077,NA,148.0958,NA,59.5888,NA,2.4853,NA,0.4104,NA,NA,301110125,NA,593105156,NA,238645812,NA,4004874,NA,1445244645,NA,71811535,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2374,"MB","DO",779,NA,0.7645,NA,0.2106,NA,187.3056,NA,51.5856,NA,3.631,NA,1.3815,NA,NA,86360860,NA,410143437,NA,112957026,NA,2189702,NA,296876855,NA,22704051,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2374,"DR","PT",612,NA,2.7446,NA,0.0589,NA,80.0677,NA,1.7173,NA,46.6248,NA,5.9836,NA,NA,6004661,NA,102005012,NA,2187785,NA,1273984,NA,17047364,NA,17828666,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2374,"CR","PT",421,NA,5.8624,NA,0.4913,NA,514.2099,NA,43.0967,NA,11.9315,NA,0.5783,NA,NA,198331440,NA,403654786,NA,33830904,NA,785000,NA,697963284,NA,23532668,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2374,"HR","DO",336,NA,1.2735,NA,0.6289,NA,232.1856,NA,114.6674,NA,2.0249,NA,0.5771,NA,NA,222241032,NA,353373437,NA,174517352,NA,1521944,NA,612346781,NA,23247288,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2374,"LR","DO",156,NA,1.2783,NA,0.4435,NA,264.5629,NA,91.7876,NA,2.8823,NA,1.0832,NA,NA,82500965,NA,186021573,NA,64538406,NA,703128,NA,171740181,NA,6499541,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2374,"RB","DO",30,NA,1.0393,NA,0.5816,NA,160.9145,NA,90.0386,NA,1.7872,NA,0.9741,NA,NA,11818751,NA,20322531,NA,11371335,NA,126294,NA,20862301,NA,1064618,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2374,"TB","DO",22,NA,1.2686,NA,0.1711,NA,342.5056,NA,46.1865,NA,7.4157,NA,3.4226,NA,NA,1666656,NA,9742913,NA,1313820,NA,28446,NA,2846617,NA,257499,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2374,"FB","PT",9,NA,6.7385,NA,0.7399,NA,567.4899,NA,62.3083,NA,9.1078,NA,1.1105,NA,NA,9882834,NA,13357578,NA,1466612,NA,23538,NA,12027991,NA,230425,NA,"No",NA,NA,NA,NA,NA,NA
"Massachusetts Bay Transportation Authority","Boston","MA","1003","10003","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,2374,"MB","PT",9,NA,0.3033,NA,0.1009,NA,73.8927,NA,24.5716,NA,3.0072,NA,1.2962,NA,NA,248844,NA,2467425,NA,820494,NA,33392,NA,1903546,NA,390655,NA,"No",NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2339,"MB","DO",1174,NA,0.9552,NA,0.2775,NA,158.4001,NA,46.0122,NA,3.4426,NA,1.0689,NA,NA,174306296,NA,628216161,NA,182484615,NA,3966008,NA,587747642,NA,39793477,NA,"No",NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2339,"DR","PT",391,NA,3.4191,NA,0.1087,NA,51.2032,NA,1.6278,NA,31.4551,NA,4.5071,NA,NA,6128073,NA,56376514,NA,1792284,NA,1101034,NA,12508326,NA,11310034,NA,"No",NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2339,"CR","DO",339,NA,4.1978,NA,0.5672,NA,292.3221,NA,39.4947,NA,7.4016,NA,0.5878,NA,NA,151908278,NA,267844193,NA,36187570,NA,916264,NA,455691636,NA,19334288,NA,"No",NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2339,"HR","DO",284,NA,1.0513,NA,0.5435,NA,211.4718,NA,109.3174,NA,1.9345,NA,0.4359,NA,NA,107112684,NA,197091759,NA,101883835,NA,932000,NA,452194921,NA,17265382,NA,"No",NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2339,"SR","DO",121,NA,1.1297,NA,0.4103,NA,183.0374,NA,66.4741,NA,2.7535,NA,1.1341,NA,NA,29109234,NA,70949147,NA,25766746,NA,387621,NA,62557838,NA,3307488,NA,"No",NA,NA,NA,NA,NA,NA
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2339,"TB","DO",30,NA,1.0097,NA,0.4573,NA,139.1761,NA,63.0269,NA,2.2082,NA,1.1411,NA,NA,6563604,NA,14353926,NA,6500276,NA,103135,NA,12579178,NA,875662,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2206,"VP","PT",686,NA,3.206,NA,0.6542,NA,42.0028,NA,8.5713,NA,4.9004,NA,0.166,NA,NA,7109467,NA,10866969,NA,2217577,NA,258720,NA,65458980,NA,9349083,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2206,"MB","DO",586,NA,0.4417,NA,0.0799,NA,115.9585,NA,20.969,NA,5.53,NA,1.077,NA,NA,21773980,NA,272611938,NA,49296860,NA,2350943,NA,253126149,NA,28706380,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2206,"DR","PT",338,NA,0.9734,NA,0.0351,NA,43.5755,NA,1.5734,NA,27.6958,NA,2.4652,NA,NA,1615163,NA,45954976,NA,1659276,NA,1054607,NA,18641406,NA,16177939,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2206,"CB","DO",235,NA,3.6792,NA,0.4804,NA,200.2549,NA,26.1488,NA,7.6583,NA,0.4374,NA,NA,23669161,NA,49267711,NA,6433259,NA,246025,NA,112626224,NA,6184864,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2206,"DT","PT",127,NA,1.3054,NA,0.1016,NA,44.791,NA,3.4858,NA,12.8494,NA,1.2647,NA,NA,351790,NA,3462746,NA,269486,NA,77309,NA,2738026,NA,2296996,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2206,"MB","PT",116,NA,0.4031,NA,0.075,NA,102.4442,NA,19.0711,NA,5.3717,NA,1.3133,NA,NA,3851255,NA,51327491,NA,9555173,NA,501029,NA,39083777,NA,6022798,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2206,"CB","PT",64,NA,3.1453,NA,0.6181,NA,137.2736,NA,26.9781,NA,5.0883,NA,0.2549,NA,NA,6313129,NA,10213018,NA,2007142,NA,74399,NA,40060503,NA,2088875,NA,"No",NA,NA,NA,NA,NA,NA
"Metropolitan Transit Authority of Harris County, Texas","Houston","TX","6008","60008","Independent Public Agency or Authority of Transit Service","Full Reporter",4944332,2206,"LR","DO",54,NA,0.3068,NA,0.0928,NA,202.4517,NA,61.2723,NA,3.3041,NA,1.1668,NA,NA,5684894,NA,61232514,NA,18532122,NA,302455,NA,52480736,NA,3420828,NA,"No",NA,NA,NA,NA,NA,NA
"Access Services","El Monte","CA","9157","90157","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,1955,"DT","PT",1169,NA,2.4731,NA,0.0686,NA,93.8276,NA,2.6008,NA,36.0762,NA,2.4063,NA,NA,3767954,NA,54964648,NA,1523571,NA,585805,NA,22841529,NA,13317101,NA,"No",NA,NA,NA,NA,NA,NA
"Access Services","El Monte","CA","9157","90157","Independent Public Agency or Authority of Transit Service","Full Reporter",12150996,1955,"DR","PT",786,NA,2.0934,NA,0.068,NA,50.2143,NA,1.6309,NA,30.7888,NA,2.5919,NA,NA,5798315,NA,84972042,NA,2769809,NA,1698302,NA,32902101,NA,24707073,NA,"No",NA,NA,NA,NA,NA,NA
"Puerto Rico Highway and Transportation Authority - Publico","San Juan","PR","4105","40105","State Government Unit or Department of Transportation","Full Reporter",2148346,1884,"PB","PT",1884,NA,1.4314,NA,0.9699,NA,18.0077,NA,12.2016,NA,1.4759,NA,0.349,NA,NA,30564583,NA,31514432,NA,21353376,NA,1750054,NA,90291870,NA,19279388,NA,"No",NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1634,"MB","DO",627,NA,0.784,NA,0.2179,NA,153.0434,NA,42.5299,NA,3.5985,NA,1.002,NA,NA,59288948,NA,272115276,NA,75619281,NA,1778027,NA,271568640,NA,20140861,NA,"No",NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1634,"DR","PT",458,NA,0.9389,NA,0.0232,NA,64.6579,NA,1.5987,NA,40.4434,NA,4.3298,NA,NA,1860668,NA,80153039,NA,1981855,NA,1239648,NA,18511796,NA,17172195,NA,"No",NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1634,"CB","PT",280,NA,4.6551,NA,0.4197,NA,206.7036,NA,18.6369,NA,11.0911,NA,0.2665,NA,NA,18285360,NA,43566514,NA,3928069,NA,210768,NA,163486232,NA,6285675,NA,"No",NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1634,"CR","PT",142,NA,5.6104,NA,0.3603,NA,841.1473,NA,54.0153,NA,15.5724,NA,0.5241,NA,NA,50280031,NA,139558116,NA,8961892,NA,165914,NA,266288367,NA,6386294,NA,"No",NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1634,"HR","DO",54,NA,1.1297,NA,0.2612,NA,257.9114,NA,59.6315,NA,4.3251,NA,0.9213,NA,NA,13807015,NA,52860997,NA,12221949,NA,204958,NA,57376807,NA,5003458,NA,"No",NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1634,"LR","DO",38,NA,1.0929,NA,0.1866,NA,268.3177,NA,45.8218,NA,5.8557,NA,0.8503,NA,NA,8121774,NA,43513880,NA,7431060,NA,162173,NA,51174928,NA,3138056,NA,"No",NA,NA,NA,NA,NA,NA
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1634,"DT","PT",35,NA,2.9526,NA,0.1573,NA,74.8764,NA,3.9884,NA,18.7734,NA,2.2096,NA,NA,1722735,NA,10953516,NA,583459,NA,146288,NA,4957304,NA,2360621,NA,"No",NA,NA,NA,NA,NA,NA
"Pace - Suburban Bus Division","Arlington Heights","IL","5113","50113","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,1619,"VP","DO",664,NA,1.9633,NA,0.5186,NA,20.6129,NA,5.4446,NA,3.786,NA,0.1772,NA,NA,3267864,NA,6301569,NA,1664461,NA,305710,NA,35556507,NA,8873999,NA,"No",NA,NA,NA,NA,NA,NA
"Pace - Suburban Bus Division","Arlington Heights","IL","5113","50113","Independent Public Agency or Authority of Transit Service","Full Reporter",8608208,1619,"MB","DO",545,NA,1.1592,NA,0.175,NA,120.3693,NA,18.1702,NA,6.6245,NA,1.0003,"W",NA,30780367,NA,175907345,NA,26553872,NA,1461397,NA,175861134,"W",20561982,NA,"Yes",NA,NA,NA,NA,NA,NA
